證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
2354,鴻準,3563218,"2,187",225612329,63.80,64.40,62.60,62.60,-,0.9,62.60,32,62.90,5,8.84,
2355,敬鵬,1776372,"1,218",72952337,41.00,41.80,40.50,41.30,+,0.15,41.25,12,41.30,1,68.83,
2356,英業達,9920863,"3,309",236221179,23.60,24.10,23.55,23.65,+,0.05,23.65,216,23.75,3,12.25,
2357,華碩,1073694,763,247120073,230.00,232.50,229.00,229.00,-,1.5,229.00,1,231.00,42,15.33,
2358,廷鑫,163097,105,2708299,16.60,16.75,16.55,16.60,-,0.15,16.60,2,16.70,5,30.18,
2359,所羅門,1115294,590,22208418,20.30,20.35,19.70,19.75,-,0.5,19.75,1,19.80,19,24.09,
2360,致茂,1288583,955,165619707,129.00,129.50,127.50,129.00,,0.0,128.50,3,129.00,124,18.09,
2362,藍天,300525,159,8959593,29.70,29.95,29.70,29.95,+,0.35,29.95,1,30.00,14,11.39,
2363,矽統,1560082,708,13981929,9.04,9.05,8.91,8.91,-,0.1,8.90,258,8.93,12,0.00,
2364,倫飛,105703,54,387686,3.67,3.75,3.65,3.65,,0.0,3.65,6,3.75,10,0.00,
2365,昆盈,536275,242,5039593,9.33,9.49,9.33,9.37,+,0.08,9.37,2,9.38,2,19.12,
2367,燿華,12245520,"4,784",247000700,20.20,20.55,19.85,20.00,,0.0,20.00,62,20.05,15,11.56,
2368,金像電,11901413,"3,381",169320369,14.20,14.45,14.00,14.00,-,0.1,14.00,245,14.05,6,38.89,
2369,菱生,839264,321,8500399,10.30,10.30,10.05,10.10,-,0.1,10.10,7,10.15,44,0.00,
2371,大同,11563062,"4,284",301081562,26.60,26.60,25.30,26.05,-,0.35,26.05,63,26.10,34,0.00,
2373,震旦行,26400,25,2420560,91.60,92.00,91.50,92.00,,0.0,91.90,1,92.00,4,11.10,
2374,佳能,311168,167,4413021,14.35,14.35,14.10,14.15,-,0.1,14.15,13,14.20,19,0.00,
2375,智寶,6581333,"4,200",342312473,51.90,52.80,51.10,51.40,-,0.5,51.30,136,51.40,3,2.65,
2376,技嘉,23547601,"11,994",1127858832,46.65,49.25,46.65,47.70,+,1.6,47.70,94,47.75,7,9.26,
2377,微星,7738702,"4,993",641255177,83.50,83.80,82.10,82.30,-,1.2,82.20,103,82.30,13,10.44,
2379,瑞昱,5928514,"3,858",1071296506,178.00,183.50,177.50,180.00,+,3.0,180.00,71,180.50,9,22.56,
2380,虹光,223219,101,973324,4.38,4.43,4.30,4.41,+,0.05,4.37,6,4.41,5,0.00,
2382,廣達,6984610,"4,001",399075270,57.50,57.60,56.90,56.90,-,0.4,56.90,250,57.00,80,15.05,
2383,台光電,5757513,"3,581",546852822,96.50,96.50,94.10,94.10,-,2.4,94.10,67,94.30,4,15.90,
2385,群光,879120,633,59190770,66.90,67.80,66.80,67.50,+,0.5,67.50,26,67.60,4,11.62,
2387,精元,334371,172,6067405,18.05,18.30,18.05,18.20,+,0.15,18.10,29,18.20,20,0.00,
2388,威盛,1161089,758,33211508,28.80,28.95,28.35,28.35,-,0.3,28.35,7,28.40,1,236.25,
2390,云辰,1438503,659,17669685,12.45,12.55,12.15,12.20,-,0.25,12.20,25,12.25,29,0.00,
2392,正崴,5674473,"2,575",162171529,28.30,29.10,28.10,28.35,+,0.4,28.35,115,28.45,5,0.00,
2393,億光,1038493,653,32692476,31.25,31.65,31.25,31.60,+,0.5,31.60,13,31.65,19,15.80,
2395,研華,1361589,744,318154537,233.50,235.00,232.00,234.50,,0.0,234.00,83,234.50,12,26.00,
2397,友通,89255,68,6402681,72.00,72.20,71.30,71.30,-,0.7,71.40,5,71.90,1,14.79,
2399,映泰,1014040,514,10577013,10.65,10.65,10.30,10.30,-,0.35,10.25,53,10.30,5,0.00,
2401,凌陽,1500201,629,19284846,13.00,13.00,12.75,12.75,-,0.2,12.75,44,12.80,59,115.91,
2402,毅嘉,532351,256,7760544,14.55,14.65,14.50,14.55,+,0.05,14.50,74,14.60,10,90.94,
2404,漢唐,2680737,"2,106",278221674,106.00,106.50,101.50,102.50,-,4.0,102.50,50,103.00,41,14.79,
2405,浩鑫,3300200,"1,291",45601311,13.80,14.05,13.60,13.60,-,0.15,13.60,170,13.65,12,0.00,
2406,國碩,986882,424,8066986,8.14,8.27,8.11,8.14,+,0.01,8.14,25,8.15,4,0.00,
2408,南亞科,17603559,"7,200",1094891876,61.60,62.70,61.60,62.00,+,0.4,62.00,799,62.10,6,3.60,
2409,友達,42614084,"7,646",472516911,11.05,11.15,11.00,11.10,+,0.05,11.10,744,11.15,"2,256",10.47,
2412,中華電,9632887,"3,879",1027626609,107.00,107.00,106.50,106.50,-,0.5,106.50,"4,354",107.00,714,23.10,
2413,環科,455152,276,11194437,25.10,25.10,24.25,24.40,-,0.25,24.40,8,24.45,4,0.00,
2414,精技,75007,38,1496440,19.95,20.00,19.90,19.90,+,0.05,19.90,5,19.95,5,12.84,
2415,錩新,276041,194,6729935,24.50,24.80,24.10,24.10,-,0.3,24.10,9,24.30,1,13.31,
2417,圓剛,986209,401,11531115,11.80,11.90,11.60,11.60,-,0.2,11.60,65,11.65,1,0.00,
2419,仲琦,1550198,647,32853244,21.30,21.35,21.00,21.00,-,0.3,21.00,4,21.05,5,25.61,
2420,新巨,342027,225,11754601,34.70,34.75,34.20,34.20,-,0.45,34.20,17,34.50,8,11.18,
2421,建準,1589609,"1,103",62148690,39.50,39.55,38.85,38.85,-,0.55,38.85,36,38.90,4,16.19,
2423,固緯,319498,216,8450721,26.70,26.80,26.30,26.45,,0.0,26.45,5,26.50,25,12.90,
2424,隴華,9350,10,282722,29.90,30.75,29.90,30.75,+,0.45,30.35,1,30.80,2,0.00,
2425,承啟,314100,200,10371615,33.00,33.55,32.45,32.75,-,0.05,32.55,3,32.75,20,15.52,
2426,鼎元,3842660,"1,813",68465690,18.00,18.10,17.45,17.50,-,0.25,17.50,22,17.55,21,8.29,
2427,三商電,569000,145,5999000,10.55,10.60,10.45,10.60,-,0.05,10.55,12,10.60,20,37.86,
2428,興勤,149050,123,12615100,85.00,85.00,84.30,84.30,-,0.6,84.30,13,84.50,3,10.67,
2429,銘旺科,6,6,84,--,--,--,--,,0.0,14.20,1,14.30,1,0.00,
2430,燦坤,195609,85,3965930,20.25,20.50,20.20,20.35,+,0.1,20.15,9,20.35,9,12.04,
2431,聯昌,3327625,"1,449",39536602,12.10,12.35,11.60,11.70,-,0.1,11.70,10,11.75,18,0.00,
2433,互盛電,265264,189,11607518,43.70,44.25,43.60,43.75,+,0.1,43.75,6,44.10,8,12.25,
2434,統懋,93478,48,850912,9.09,9.15,9.08,9.08,,0.0,9.03,10,9.08,2,0.00,
2436,偉詮電,4638451,"2,412",119554408,25.30,26.15,25.15,25.50,+,0.7,25.50,55,25.55,1,15.18,
2438,翔耀,32242,16,226447,7.10,7.24,6.96,7.24,+,0.04,7.10,1,7.23,1,0.00,
2439,美律,3761967,"2,943",620294655,168.00,168.50,161.00,161.50,-,4.5,161.50,101,162.00,1,10.77,
2440,太空梭,83066,42,861311,10.25,10.50,10.05,10.05,-,0.05,10.05,5,10.25,2,0.00,
2441,超豐,1159362,864,49287916,42.80,42.80,42.30,42.30,-,0.3,42.30,18,42.40,4,9.32,
2442,新美齊,864058,337,10398696,12.10,12.10,12.00,12.05,,0.0,12.05,9,12.10,151,50.21,
2443,新利虹,137348,86,625352,4.49,4.60,4.49,4.56,+,0.07,4.53,1,4.56,4,0.00,
2444,兆勁,542273,257,13163414,24.35,24.55,24.05,24.05,-,0.65,24.05,65,24.10,1,0.00,
2448,晶電,16402875,"6,559",457253832,28.00,28.35,27.30,27.30,-,0.45,27.30,110,27.35,4,32.12,
2449,京元電子,10542837,"4,493",271883212,25.90,26.25,25.50,26.10,+,0.5,26.10,69,26.15,191,17.76,
2450,神腦,107000,69,3775500,35.25,35.50,35.05,35.15,-,0.05,35.15,11,35.30,1,19.42,
2451,創見,357161,282,24497756,68.70,68.90,68.30,68.90,+,0.3,68.80,1,68.90,7,12.98,
2453,凌群,422400,218,5799438,13.90,13.90,13.65,13.70,-,0.2,13.70,4,13.75,39,17.34,
2454,聯發科,15256458,"11,226",4329913582,283.50,293.00,276.50,276.50,-,6.0,276.50,24,277.00,1,16.14,
2455,全新,5550317,"3,792",399252116,72.50,73.00,71.30,71.40,-,1.2,71.40,18,71.50,6,30.78,
2456,奇力新,5091474,"3,768",475717146,93.00,94.40,92.70,92.90,+,0.5,92.80,69,92.90,26,7.35,
2457,飛宏,969051,352,10383579,10.90,10.90,10.65,10.65,-,0.2,10.65,120,10.70,11,0.00,
2458,義隆,7634291,"5,391",676126922,88.60,90.60,86.00,86.20,-,1.7,86.20,41,86.30,1,18.46,
2459,敦吉,47120,62,1856931,39.60,39.60,39.25,39.45,-,0.05,39.40,2,39.45,1,10.01,
2460,建通,328401,133,3959580,12.25,12.30,12.00,12.10,-,0.05,12.10,11,12.15,34,0.00,
2461,光群雷,335315,167,4436234,13.40,13.40,13.10,13.10,-,0.2,13.10,3,13.20,9,21.83,
2462,良得電,25468,28,711645,28.05,28.05,27.90,28.00,+,0.05,27.90,5,28.00,16,0.00,
2464,盟立,1124307,740,47078594,41.70,42.15,41.60,42.00,+,0.3,41.95,1,42.00,39,9.13,
2465,麗臺,152154,102,1642487,10.95,11.00,10.70,10.85,,0.0,10.85,8,10.90,25,0.00,
2466,冠西電,97097,63,3241030,33.30,33.55,33.20,33.50,+,0.2,33.25,6,33.55,3,"1,675.00",
2467,志聖,506404,224,14242581,28.20,28.25,27.95,28.05,-,0.1,28.05,5,28.10,50,8.37,
2468,華經,150028,88,1738474,11.70,11.80,11.50,11.50,-,0.1,11.50,8,11.60,3,18.55,
2471,資通,128035,93,1968380,15.25,15.50,15.25,15.25,+,0.05,15.25,4,15.35,3,9.90,
2472,立隆電,636550,454,27758325,43.35,44.05,43.35,43.65,+,0.55,43.60,6,43.70,7,9.59,
2474,可成,10483449,"6,867",2544243556,249.00,249.50,239.00,242.00,-,7.5,241.50,19,242.00,19,6.36,
2475,華映,2366977,164,1459974,0.61,0.62,0.61,0.62,+,0.01,0.61,532,0.62,668,0.00,
2476,鉅祥,44797,33,1039809,23.30,23.30,23.10,23.30,-,0.05,23.25,4,23.30,5,14.12,
2477,美隆電,3909455,505,76754622,19.45,19.85,19.15,19.60,+,0.3,19.50,11,19.60,3,18.32,
2478,大毅,2764187,"1,896",154999932,56.20,56.90,55.30,55.30,-,0.2,55.30,46,55.40,2,9.11,
2480,敦陽科,837228,574,37346595,44.75,45.10,43.90,44.20,-,0.25,44.15,4,44.20,1,11.63,
2481,強茂,6434884,"3,526",192720386,30.45,30.65,29.35,29.45,-,0.8,29.45,23,29.50,15,0.00,
2482,連宇,399000,47,4550550,11.40,11.50,11.35,11.50,+,0.2,11.45,9,11.50,6,0.00,
2483,百容,444600,289,8747478,19.35,19.80,19.35,19.80,+,0.65,19.75,4,19.80,9,12.30,
2484,希華,4824626,"2,068",91104344,18.70,19.10,18.65,19.05,+,0.45,19.05,6,19.10,157,12.96,
2485,兆赫,1667435,"1,021",34360631,20.65,21.00,20.40,20.40,-,0.4,20.35,56,20.45,4,40.80,
2486,一詮,585420,224,5650483,9.71,9.79,9.54,9.58,-,0.08,9.57,1,9.58,4,0.00,
2488,漢平,348276,255,12401546,36.20,36.20,35.05,35.30,-,0.9,35.30,9,35.40,5,11.24,
2489,瑞軒,974159,487,12287477,12.70,12.75,12.50,12.55,-,0.05,12.55,15,12.60,6,0.00,
2491,吉祥全,44561,41,302571,6.50,7.00,6.50,6.90,+,0.3,6.68,5,6.90,1,0.00,
2492,華新科,26422192,"17,183",5286116823,199.00,205.00,194.50,194.50,-,4.5,194.50,263,195.00,31,5.98,
2493,揚博,103150,87,2703790,26.10,26.30,26.10,26.20,+,0.1,26.20,2,26.25,14,10.92,
2495,普安,271400,124,3262740,11.85,12.10,11.85,12.00,+,0.15,12.00,52,12.05,4,38.71,
2496,卓越,4015,19,391985,96.90,99.60,96.90,99.60,+,2.6,96.90,1,99.70,1,14.05,
2497,怡利電,110043,62,2112831,19.50,19.50,19.05,19.20,,0.0,19.20,83,19.25,8,0.00,
2498,宏達電,14755430,"6,784",557173299,38.05,38.40,37.35,37.45,-,0.55,37.45,2,37.50,19,4.63,
2499,東貝,679380,309,6181127,9.12,9.14,9.05,9.06,-,0.05,9.06,16,9.10,21,0.00,
2501,國建,397939,210,8175797,20.60,20.65,20.50,20.55,,0.0,20.50,235,20.55,10,7.50,
2504,國產,421931,209,3769840,8.98,8.98,8.91,8.93,-,0.01,8.93,4,8.94,10,49.61,
2505,國揚,203036,90,2446282,12.00,12.10,12.00,12.05,+,0.05,12.00,85,12.05,2,0.00,
2506,太設,13310,20,152015,11.40,11.45,11.40,11.45,,0.0,11.40,18,11.45,2,0.00,
2509,全坤建,39685,35,1100287,27.80,27.95,27.60,27.70,+,0.05,27.65,2,27.75,1,0.00,
2511,太子,227893,154,2476622,10.85,10.90,10.80,10.85,,0.0,10.85,54,10.90,119,13.56,
2514,龍邦,66925,62,1124127,16.90,16.90,16.75,16.85,,0.0,16.75,8,16.80,1,26.75,
2515,中工,10153330,"2,428",80322572,7.84,8.00,7.82,7.93,+,0.11,7.93,314,7.94,86,30.50,
2516,新建,392100,48,2501810,6.40,6.41,6.36,6.40,,0.0,6.37,8,6.40,44,0.00,
2520,冠德,1322300,803,25567866,19.35,19.50,19.25,19.25,,0.0,19.20,83,19.25,2,0.00,
2524,京城,170940,95,4379331,25.80,25.80,25.20,25.50,+,0.1,25.50,1,25.70,2,12.38,
2527,宏璟,45000,25,1077250,24.00,24.00,23.90,23.90,+,0.2,23.85,3,23.90,4,55.58,
2528,皇普,134500,39,1934749,14.35,14.45,14.30,14.35,,0.0,14.30,20,14.40,6,0.00,
2530,華建,53576,56,849638,16.05,16.05,15.75,15.85,-,0.05,15.75,3,15.85,1,396.25,
2534,宏盛,711075,457,19988597,28.15,28.20,28.00,28.10,,0.0,28.10,26,28.15,45,5.81,
2535,達欣工,538331,246,10913260,20.20,20.35,20.20,20.25,,0.0,20.25,2,20.30,92,8.27,
2536,宏普,47500,36,947700,19.85,20.00,19.85,20.00,+,0.15,19.95,1,20.00,91,7.55,
2537,聯上發,290615,76,1854428,6.39,6.42,6.36,6.39,+,0.04,6.36,51,6.39,7,0.00,
2538,基泰,314247,109,3833488,12.15,12.25,12.15,12.20,+,0.05,12.15,35,12.20,11,174.29,
2539,櫻花建,15970,15,444062,27.90,27.90,27.70,27.70,-,0.2,27.60,6,27.75,3,21.31,
2540,愛山林,5011,6,122865,24.60,24.60,24.45,24.55,-,0.05,24.50,2,25.00,1,16.05,
2542,興富發,1676726,947,80138548,47.90,48.00,47.60,47.60,-,0.35,47.60,33,47.70,10,10.72,
2543,皇昌,7165,7,55202,7.75,7.75,7.70,7.70,+,0.04,7.58,1,7.70,4,0.00,
2545,皇翔,68003,37,1765278,26.00,26.00,25.90,25.95,-,0.05,25.90,6,26.00,19,28.83,
2546,根基,333776,182,9870553,29.30,29.75,29.30,29.65,+,0.45,29.65,5,29.70,18,8.72,
2547,日勝生,1349774,568,20395410,15.20,15.30,14.95,15.10,-,0.1,15.05,27,15.10,13,3.15,
2548,華固,1031339,668,72167930,70.60,70.60,69.60,69.70,-,0.9,69.70,4,70.00,99,26.60,
2597,潤弘,40200,36,2204579,55.00,55.10,54.70,54.70,-,0.1,54.80,5,54.90,4,12.90,
2601,益航,10234018,"2,354",126044914,12.60,12.65,12.10,12.15,-,0.45,12.10,131,12.15,23,22.09,
2603,長榮,19106881,"3,890",238380934,12.30,12.60,12.30,12.50,+,0.25,12.50,272,12.55,709,0.00,
2605,新興,1012014,445,16088498,15.90,15.95,15.80,15.85,+,0.05,15.85,14,15.90,13,79.25,
2606,裕民,1192790,589,36527931,30.60,30.75,30.50,30.60,+,0.1,30.55,55,30.60,6,13.85,
2607,榮運,215883,99,2920669,13.55,13.60,13.50,13.50,-,0.05,13.50,13,13.55,38,14.84,
2608,嘉里大榮,70527,58,2626179,37.35,37.35,37.15,37.25,,0.0,37.15,2,37.25,20,15.02,
2609,陽明,3780256,949,34761223,9.12,9.26,9.12,9.19,+,0.07,9.18,11,9.19,8,0.00,
2610,華航,12420651,"2,463",126343898,10.20,10.20,10.10,10.20,+,0.05,10.15,17,10.20,"1,663",22.17,
2611,志信,171445,47,1180248,6.98,6.98,6.87,6.90,-,0.06,6.88,3,6.90,43,69.00,
2612,中航,211016,132,6296230,29.75,29.95,29.75,29.80,+,0.1,29.75,28,29.80,1,11.73,
2613,中櫃,396993,252,5342747,13.45,13.50,13.40,13.40,-,0.1,13.35,23,13.45,10,18.36,
2614,東森,1324546,606,17234898,13.05,13.10,12.95,13.00,-,0.05,13.00,50,13.05,27,1.67,
2615,萬海,247249,134,4023182,16.20,16.35,16.20,16.25,+,0.05,16.25,85,16.30,47,25.39,
2616,山隆,168371,95,5152627,30.50,30.65,30.50,30.55,+,0.05,30.50,5,30.55,1,17.46,
2617,台航,660000,309,11892900,18.05,18.10,17.95,18.00,+,0.05,18.00,21,18.05,36,7.17,
2618,長榮航,13575459,"3,256",205294121,15.15,15.20,15.00,15.10,,0.0,15.05,386,15.10,15,10.41,
2630,亞航,30011,23,675596,22.60,22.60,22.40,22.60,+,0.1,22.40,1,22.60,1,0.00,
2633,台灣高鐵,24269431,"8,424",779931756,31.15,32.70,31.15,32.20,+,1.2,32.20,"1,779",32.25,3,16.95,
2634,漢翔,2096563,"1,081",71120103,34.20,34.35,33.60,33.70,-,0.3,33.70,2,33.75,3,14.46,
2636,台驊投控,659357,329,17042036,25.80,25.90,25.80,25.85,+,0.1,25.85,4,25.90,60,9.10,
2637,慧洋-KY,1455303,695,43020297,29.60,29.65,29.45,29.55,+,0.3,29.50,113,29.55,6,10.30,
2642,宅配通,27001,24,608623,22.60,22.65,22.50,22.50,-,0.2,22.50,2,22.65,1,47.87,
2701,萬企,206464,87,2641340,12.85,12.95,12.65,12.80,-,0.05,12.80,6,12.85,26,17.30,
2702,華園,268100,201,5822775,21.95,22.10,21.50,21.60,-,0.35,21.60,20,21.65,1,17.56,
2704,國賓,321532,179,7108329,22.20,22.20,22.05,22.10,-,0.05,22.10,31,22.15,18,17.68,
2705,六福,84349,69,527006,6.27,6.27,6.24,6.24,,0.0,6.24,16,6.25,24,0.00,
2706,第一店,224978,51,3207533,14.30,14.35,14.25,14.30,,0.0,14.25,1,14.30,3,15.71,
2707,晶華,186377,112,25572427,137.50,137.50,137.00,137.50,,0.0,137.00,26,137.50,6,13.08,
2712,遠雄來,12000,9,458400,37.70,39.20,37.65,39.20,+,1.1,38.10,1,39.20,1,0.00,
2722,夏都,4392,8,120079,27.30,27.35,27.30,27.35,+,0.15,27.35,1,27.60,1,455.83,
2723,美食-KY,783547,382,182903045,233.50,237.00,231.50,233.50,,0.0,232.00,6,233.50,4,21.50,
2727,王品,106925,124,8846802,82.50,83.30,82.40,82.50,+,0.1,82.50,7,82.70,2,17.41,
2731,雄獅,127092,104,11292988,89.50,89.60,88.30,88.50,-,0.5,88.40,1,88.80,1,18.63,
2739,寒舍,56000,36,1620500,29.00,29.05,28.90,29.00,-,0.05,28.95,2,29.00,5,34.52,
2748,雲品,49000,35,3046100,62.20,62.60,62.00,62.10,-,0.1,62.10,3,62.50,1,21.19,
2801,彰銀,7574884,"1,505",138378060,18.20,18.35,18.20,18.25,-,0.05,18.25,603,18.30,3,14.04,
2809,京城銀,696371,375,21933810,31.50,31.60,31.40,31.40,+,0.05,31.40,18,31.45,62,12.46,
2812,台中銀,4803215,"1,299",51262002,10.65,10.70,10.65,10.70,+,0.05,10.65,543,10.70,987,9.07,
2816,旺旺保,164676,81,3250732,19.80,19.85,19.65,19.65,-,0.15,19.65,5,19.75,1,5.97,
2820,華票,307713,145,4367266,14.15,14.20,14.15,14.20,+,0.05,14.20,53,14.25,176,13.92,
2823,中壽,7352600,"2,745",212723953,28.75,29.00,28.75,28.90,+,0.05,28.90,97,28.95,7,9.70,
2832,台產,123025,64,2452876,20.00,20.10,19.85,20.10,+,0.15,20.00,10,20.10,16,10.92,
2834,臺企銀,24129749,"4,559",275692748,11.45,11.45,11.40,11.40,-,0.05,11.40,"3,883",11.45,"15,759",11.40,
2836,高雄銀,340377,168,3252825,9.57,9.58,9.52,9.58,+,0.01,9.55,1,9.58,59,34.21,
2838,聯邦銀,1262660,283,12948558,10.25,10.30,10.20,10.30,+,0.1,10.25,163,10.30,165,9.54,
2838A,聯邦銀甲特,272084,78,14959302,54.90,55.00,54.90,55.00,+,0.1,54.90,179,55.00,21,0.00,
2841,台開,835997,322,7169201,8.59,8.60,8.55,8.58,,0.0,8.57,40,8.58,34,19.50,
2845,遠東銀,1994455,649,21699760,10.90,10.90,10.85,10.85,-,0.05,10.85,728,10.90,261,11.42,
2849,安泰銀,217221,49,2929933,13.45,13.60,13.40,13.50,+,0.15,13.50,1,13.60,7,12.16,
2850,新產,150513,125,5477646,36.30,36.60,36.15,36.35,+,0.1,36.35,2,36.40,7,6.60,
2851,中再保,98440,55,1748104,17.75,17.80,17.70,17.75,,0.0,17.70,114,17.75,3,10.57,
2852,第一保,80093,44,1222622,15.25,15.30,15.20,15.30,+,0.05,15.25,12,15.30,75,7.50,
2855,統一證,1220569,524,16516452,13.40,13.60,13.40,13.55,+,0.2,13.55,40,13.60,322,9.09,
2867,三商壽,6506069,"1,477",75091389,11.50,11.60,11.45,11.50,,0.0,11.50,650,11.55,244,0.00,
2880,華南金,8443534,"2,434",158065016,18.70,18.75,18.65,18.70,,0.0,18.70,552,18.75,244,15.33,
2881,富邦金,24213809,"5,790",1101257465,45.35,45.65,45.30,45.45,+,0.15,45.45,42,45.50,40,8.69,
2881A,富邦特,35083,26,2267244,64.60,64.70,64.60,64.60,-,0.1,64.60,9,64.70,6,0.00,
2881B,富邦金乙特,165876,31,10367072,62.50,62.50,62.50,62.50,,0.0,62.40,34,62.50,10,0.00,
2882,國泰金,15737860,"4,465",716681009,45.60,45.65,45.50,45.50,-,0.05,45.50,"2,183",45.55,850,10.22,
2882A,國泰特,21491,19,1374924,63.90,64.00,63.90,64.00,,0.0,64.00,4,64.10,127,0.00,
2882B,國泰金乙特,75288,45,4670624,62.00,62.10,61.90,62.10,+,0.1,62.00,61,62.10,1,0.00,
2883,開發金,22600008,"6,393",225728314,10.00,10.05,9.97,9.97,-,0.03,9.97,"1,245",9.98,2,12.95,
2884,玉山金,22280489,"4,449",490753848,22.00,22.10,22.00,22.00,,0.0,22.00,348,22.05,29,14.38,
2885,元大金,29004825,"3,013",504940223,17.40,17.50,17.35,17.40,,0.0,17.35,591,17.40,"3,421",10.06,
2886,兆豐金,25225119,"6,528",681557589,27.10,27.10,26.95,27.00,-,0.1,27.00,617,27.05,31,13.85,
2887,台新金,17803740,"3,708",248464110,14.00,14.00,13.90,13.95,-,0.05,13.95,194,14.00,"2,058",11.16,
2887E,台新戊特,260000,28,14326100,55.20,55.20,55.10,55.10,-,0.1,55.00,314,55.10,267,0.00,
2887F,台新戊特二,40525,28,2095188,51.70,51.80,51.70,51.80,,0.0,51.70,27,51.80,53,0.00,
2888,新光金,38378424,"6,210",353184172,9.23,9.27,9.16,9.16,-,0.07,9.16,952,9.17,4,5.29,
2889,國票金,2060762,660,20736975,10.05,10.10,10.05,10.05,-,0.05,10.05,540,10.10,832,12.72,
2890,永豐金,12882638,"2,245",138658454,10.75,10.80,10.70,10.75,,0.0,10.75,79,10.80,"4,241",11.94,
2891,中信金,30332994,"6,515",630093571,20.70,20.90,20.65,20.80,+,0.05,20.80,"1,831",20.85,691,11.01,
2891B,中信金乙特,219215,21,14029793,64.20,64.20,63.90,64.00,,0.0,63.90,57,64.00,131,0.00,
2892,第一金,12911675,"3,774",268057407,20.75,20.80,20.70,20.80,,0.0,20.75,501,20.80,93,17.19,
2897,王道銀行,334181,114,2642262,7.91,7.93,7.89,7.89,-,0.02,7.89,6,7.91,48,25.45,
2897A,王道銀甲特,119690,38,1256895,10.50,10.55,10.50,10.55,,0.0,10.50,113,10.55,300,0.00,
2901,欣欣,6398,17,153552,24.15,24.15,23.90,24.00,-,0.15,23.90,2,24.00,1,58.54,
2903,遠百,1553221,694,25762328,16.45,16.75,16.45,16.70,+,0.3,16.65,232,16.70,32,14.78,
2904,匯僑,73226,52,1563441,21.40,21.45,21.20,21.45,+,0.15,21.40,1,21.45,4,12.84,
2905,三商,878388,442,16462020,19.00,19.15,18.50,18.75,-,0.25,18.70,28,18.75,6,0.00,
2906,高林,81767,30,826194,10.15,10.15,10.10,10.15,,0.0,10.10,25,10.15,50,63.44,
2908,特力,408273,145,9278280,22.90,22.90,22.60,22.75,-,0.05,22.70,1,22.75,36,13.96,
2910,統領,0,0,0,--,--,--,--,,0.0,26.50,1,27.30,1,112.08,
2911,麗嬰房,144231,96,1368645,9.47,9.54,9.46,9.48,+,0.05,9.47,2,9.48,1,3.42,
2912,統一超,1189811,748,377154854,317.00,318.00,316.00,317.00,,0.0,316.50,18,317.00,4,10.86,
2913,農林,448038,243,7147368,15.90,16.00,15.90,15.90,,0.0,15.90,319,15.95,5,0.00,
2915,潤泰全,1088334,846,90030870,82.80,83.30,82.10,82.70,+,0.6,82.60,5,82.70,5,2.29,
2923,鼎固-KY,34000,11,669500,19.85,19.85,19.60,19.75,+,0.2,19.55,8,19.80,7,54.86,
2929,淘帝-KY,499419,430,43818267,88.10,88.70,86.80,87.20,-,0.2,87.20,2,87.40,8,8.39,
2936,客思達-KY,48000,18,1268700,26.40,26.60,26.40,26.60,,0.0,26.35,9,26.65,5,0.00,
2939,凱羿-KY,560010,421,69388785,120.50,126.50,119.50,123.50,+,2.5,123.50,6,124.50,10,11.21,
3002,歐格,60000,25,603050,10.05,10.10,10.00,10.00,,0.0,10.00,25,10.05,3,0.00,
3003,健和興,1113028,760,50478400,46.25,46.25,45.00,45.00,-,1.1,45.00,6,45.05,3,15.20,
3004,豐達科,1084722,778,88878488,83.70,84.00,80.20,80.60,-,2.8,80.60,35,80.70,1,16.15,
3005,神基,1861439,"1,080",86510197,46.35,46.80,46.00,46.80,+,0.6,46.75,1,46.80,39,12.79,
3006,晶豪科,2426709,"1,417",84166066,35.00,35.30,34.00,34.00,,0.0,34.00,63,34.35,3,10.21,
3008,大立光,662020,819,2867808900,"4,385.00","4,385.00","4,300.00","4,330.00",-,60.0,"4,325.00",5,"4,330.00",8,23.83,
3010,華立,78174,70,4074161,52.20,52.40,52.00,52.10,-,0.1,52.10,10,52.20,1,8.50,
3011,今皓,625274,200,5031853,8.06,8.14,7.98,8.00,,0.0,8.00,71,8.04,9,0.00,
3013,晟銘電,2018203,816,34362901,17.10,17.20,16.85,16.85,-,0.2,16.85,14,16.90,6,27.18,
3014,聯陽,579434,353,20261233,34.70,35.20,34.70,34.90,+,0.2,34.90,15,34.95,48,11.56,
3015,全漢,571280,314,11489912,19.65,20.50,19.65,20.50,+,0.9,20.40,5,20.50,24,23.56,
3016,嘉晶,13787952,"8,607",796150285,58.00,59.30,55.70,55.70,-,1.9,55.70,231,55.90,2,37.89,
3017,奇鋐,29530283,"11,469",967181202,32.55,33.45,32.05,32.65,+,0.05,32.60,213,32.65,14,16.08,
3018,同開,345064,206,11235192,32.65,33.15,32.05,32.70,+,0.7,32.70,15,32.75,1,0.00,
3019,亞光,5300842,"3,665",414560911,79.50,80.00,77.50,77.50,-,1.7,77.50,117,77.60,11,24.68,
3021,鴻名,35000,11,540650,15.50,15.50,15.40,15.45,,0.0,15.40,7,15.50,10,11.44,
