<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.07.12	07:00:00	1.14803	1.14884	1.14745	1.14854	2744	2981467000	9
2017.07.12	08:00:00	1.14854	1.14891	1.14696	1.14719	3339	3376666000	9
2017.07.12	09:00:00	1.14719	1.14761	1.14555	1.14585	6776	6721117000	8
2017.07.12	10:00:00	1.14586	1.14640	1.14466	1.14480	7445	7743653000	8
2017.07.12	11:00:00	1.14481	1.14630	1.14416	1.14573	7113	7501136000	7
2017.07.12	12:00:00	1.14573	1.14606	1.14432	1.14542	6829	7159473000	7
2017.07.12	13:00:00	1.14541	1.14602	1.14487	1.14527	5376	5418415000	7
2017.07.12	14:00:00	1.14529	1.14616	1.14510	1.14531	6478	6609244000	7
2017.07.12	15:00:00	1.14532	1.14793	1.14266	1.14671	12382	11382007000	7
2017.07.12	16:00:00	1.14671	1.14686	1.14093	1.14132	13529	13735226000	7
2017.07.12	17:00:00	1.14139	1.14192	1.13914	1.14184	12849	12779945000	8
2017.07.12	18:00:00	1.14184	1.14271	1.14080	1.14099	8529	8610375000	8
2017.07.12	19:00:00	1.14099	1.14219	1.14088	1.14203	5085	5610891000	8
2017.07.12	20:00:00	1.14205	1.14236	1.14117	1.14183	4857	5053477000	8
2017.07.12	21:00:00	1.14183	1.14249	1.14135	1.14146	4083	4582836000	8
2017.07.12	22:00:00	1.14145	1.14221	1.14122	1.14200	3608	4104341000	8
2017.07.12	23:00:00	1.14200	1.14201	1.14105	1.14115	1968	1614311000	9
2017.07.13	00:00:00	1.14114	1.14168	1.14108	1.14119	3065	1834998000	24
2017.07.13	01:00:00	1.14122	1.14180	1.14114	1.14155	2695	2501672000	13
2017.07.13	02:00:00	1.14157	1.14194	1.14134	1.14181	1559	1408228000	10
2017.07.13	03:00:00	1.14180	1.14296	1.14164	1.14293	3748	3653512000	9
2017.07.13	04:00:00	1.14291	1.14366	1.14290	1.14341	3118	3181311000	9
2017.07.13	05:00:00	1.14340	1.14377	1.14317	1.14367	2921	3124348000	9
2017.07.13	06:00:00	1.14366	1.14387	1.14334	1.14336	2904	3213734000	9
2017.07.13	07:00:00	1.14337	1.14383	1.14332	1.14374	2124	2279406000	10
2017.07.13	08:00:00	1.14373	1.14492	1.14350	1.14468	2866	3066900000	9
2017.07.13	09:00:00	1.14468	1.14556	1.14432	1.14463	6800	6612545000	8
2017.07.13	10:00:00	1.14464	1.14524	1.14126	1.14212	8008	8129525000	8
2017.07.13	11:00:00	1.14211	1.14227	1.13953	1.14032	8502	9199009000	7
2017.07.13	12:00:00	1.14032	1.14078	1.13850	1.13959	8293	8187311000	7
2017.07.13	13:00:00	1.13956	1.14052	1.13758	1.13878	8202	8071067000	7
2017.07.13	14:00:00	1.13878	1.14126	1.13700	1.14104	11632	11379915000	7
2017.07.13	15:00:00	1.14102	1.14189	1.14018	1.14160	8920	8500666000	8
2017.07.13	16:00:00	1.14158	1.14175	1.13979	1.13984	7343	7519865000	8
2017.07.13	17:00:00	1.13985	1.14146	1.13902	1.14035	8982	9160839000	8
2017.07.13	18:00:00	1.14033	1.14075	1.13835	1.13836	7255	7855579000	8
2017.07.13	19:00:00	1.13837	1.13917	1.13823	1.13902	4329	4678416000	8
2017.07.13	20:00:00	1.13902	1.13991	1.13889	1.13971	3711	3916042000	8
2017.07.13	21:00:00	1.13969	1.14061	1.13960	1.14038	4011	4236884000	8
2017.07.13	22:00:00	1.14038	1.14066	1.14018	1.14064	3128	3214362000	8
2017.07.13	23:00:00	1.14065	1.14065	1.13956	1.13972	2020	1829651000	9
2017.07.14	00:00:00	1.13972	1.14019	1.13966	1.13993	4669	3082988000	23
2017.07.14	01:00:00	1.13998	1.14014	1.13948	1.13953	1606	1648204000	13
2017.07.14	02:00:00	1.13951	1.14048	1.13951	1.14040	1840	1918757000	10
2017.07.14	03:00:00	1.14040	1.14040	1.13912	1.14013	2974	3044826000	10
2017.07.14	04:00:00	1.14014	1.14067	1.13967	1.14014	2805	3171542000	9
2017.07.14	05:00:00	1.14015	1.14082	1.13998	1.14079	2671	2820292000	9
2017.07.14	06:00:00	1.14075	1.14101	1.14059	1.14101	1838	2031356000	10
2017.07.14	07:00:00	1.14101	1.14105	1.14005	1.14005	1715	1712407000	11
2017.07.14	08:00:00	1.14004	1.14122	1.14004	1.14093	2628	2712679000	10
2017.07.14	09:00:00	1.14092	1.14177	1.14040	1.14154	5870	5798921000	8
2017.07.14	10:00:00	1.14154	1.14237	1.14087	1.14164	6968	6996685000	8
2017.07.14	11:00:00	1.14164	1.14199	1.14071	1.14075	5830	6093100000	8
2017.07.14	12:00:00	1.14078	1.14176	1.14069	1.14143	6288	6584027000	8
2017.07.14	13:00:00	1.14144	1.14179	1.14110	1.14139	4779	5059717000	8
2017.07.14	14:00:00	1.14138	1.14191	1.14106	1.14165	5650	6200016000	8
2017.07.14	15:00:00	1.14166	1.14681	1.14132	1.14612	13064	12221359000	8
2017.07.14	16:00:00	1.14615	1.14629	1.14357	1.14591	11416	11490417000	7
2017.07.14	17:00:00	1.14590	1.14632	1.14353	1.14439	11363	11289261000	7
2017.07.14	18:00:00	1.14441	1.14602	1.14441	1.14513	7339	7758474000	7
2017.07.14	19:00:00	1.14513	1.14599	1.14495	1.14592	4721	5263493000	8
2017.07.14	20:00:00	1.14589	1.14685	1.14568	1.14667	4122	4331988000	8
2017.07.14	21:00:00	1.14667	1.14687	1.14619	1.14656	3271	3574058000	9
2017.07.14	22:00:00	1.14654	1.14710	1.14642	1.14703	3300	3560087000	9
2017.07.14	23:00:00	1.14703	1.14718	1.14657	1.14669	2396	1993926000	11
2017.07.17	00:00:00	1.14683	1.14708	1.14617	1.14684	880	581526000	72
2017.07.17	01:00:00	1.14684	1.14740	1.14662	1.14696	6738	4790540000	14
2017.07.17	02:00:00	1.14696	1.14745	1.14692	1.14737	2725	2498612000	11
2017.07.17	03:00:00	1.14737	1.14743	1.14636	1.14644	2913	3094292000	10
2017.07.17	04:00:00	1.14644	1.14670	1.14599	1.14613	3222	3438673000	10
2017.07.17	05:00:00	1.14612	1.14646	1.14564	1.14606	2694	2985248000	9
2017.07.17	06:00:00	1.14607	1.14654	1.14591	1.14631	2605	2766314000	10
2017.07.17	07:00:00	1.14631	1.14632	1.14580	1.14610	1686	1858027000	10
2017.07.17	08:00:00	1.14610	1.14630	1.14566	1.14610	2144	2436409000	10
2017.07.17	09:00:00	1.14610	1.14621	1.14465	1.14533	5973	6194484000	8
2017.07.17	10:00:00	1.14533	1.14575	1.14345	1.14405	7965	8284637000	7
2017.07.17	11:00:00	1.14405	1.14512	1.14392	1.14478	6078	6386876000	8
2017.07.17	12:00:00	1.14479	1.14598	1.14448	1.14590	6151	6227632000	7
2017.07.17	13:00:00	1.14590	1.14643	1.14550	1.14586	5548	5695831000	8
2017.07.17	14:00:00	1.14586	1.14701	1.14586	1.14633	5329	5517661000	8
2017.07.17	15:00:00	1.14633	1.14706	1.14603	1.14676	6988	7760660000	8
2017.07.17	16:00:00	1.14676	1.14678	1.14606	1.14669	8693	9184756000	8
2017.07.17	17:00:00	1.14671	1.14866	1.14657	1.14705	9436	10131594000	8
2017.07.17	18:00:00	1.14705	1.14768	1.14634	1.14688	6770	6835495000	8
2017.07.17	19:00:00	1.14688	1.14756	1.14684	1.14719	3196	3493563000	8
2017.07.17	20:00:00	1.14719	1.14805	1.14718	1.14776	3472	3906077000	8
2017.07.17	21:00:00	1.14776	1.14806	1.14756	1.14802	2985	3163664000	9
2017.07.17	22:00:00	1.14800	1.14844	1.14755	1.14821	3233	3563317000	8
2017.07.17	23:00:00	1.14820	1.14829	1.14776	1.14779	1699	1431057000	10
2017.07.18	00:00:00	1.14782	1.14801	1.14748	1.14778	3212	2082524000	24
2017.07.18	01:00:00	1.14781	1.14795	1.14751	1.14765	6101	5570464000	13
2017.07.18	02:00:00	1.14765	1.14788	1.14728	1.14729	1779	1536130000	10
2017.07.18	03:00:00	1.14731	1.14866	1.14711	1.14847	3203	3197874000	9
2017.07.18	04:00:00	1.14848	1.15317	1.14847	1.15291	8289	7494265000	8
2017.07.18	05:00:00	1.15291	1.15376	1.15249	1.15286	5281	5110859000	8
2017.07.18	06:00:00	1.15285	1.15353	1.15258	1.15275	3387	3031546000	9
2017.07.18	07:00:00	1.15276	1.15300	1.15230	1.15273	3068	3166719000	11
2017.07.18	08:00:00	1.15272	1.15347	1.15182	1.15219	4070	3677799000	9
2017.07.18	09:00:00	1.15218	1.15311	1.15127	1.15262	8838	8083434000	8
2017.07.18	10:00:00	1.15263	1.15292	1.15109	1.15283	9549	9331142000	8
2017.07.18	11:00:00	1.15282	1.15318	1.15167	1.15251	9614	9799699000	8
2017.07.18	12:00:00	1.15250	1.15596	1.15190	1.15516	10194	9825767000	7
2017.07.18	13:00:00	1.15516	1.15638	1.15493	1.15571	7920	8236776000	8
2017.07.18	14:00:00	1.15573	1.15596	1.15447	1.15495	8700	9547107000	8
2017.07.18	15:00:00	1.15496	1.15678	1.15448	1.15556	10946	11320168000	7
2017.07.18	16:00:00	1.15562	1.15813	1.15539	1.15792	9954	10908983000	7
2017.07.18	17:00:00	1.15794	1.15830	1.15724	1.15804	9230	10129526000	7
2017.07.18	18:00:00	1.15803	1.15821	1.15680	1.15776	7684	8068474000	7
2017.07.18	19:00:00	1.15776	1.15809	1.15579	1.15627	6004	6322828000	8
2017.07.18	20:00:00	1.15628	1.15640	1.15527	1.15620	4517	4585037000	8
2017.07.18	21:00:00	1.15620	1.15653	1.15555	1.15606	3854	3937532000	9
2017.07.18	22:00:00	1.15606	1.15617	1.15517	1.15570	3406	3519186000	9
2017.07.18	23:00:00	1.15572	1.15582	1.15524	1.15537	1762	1492857000	9
2017.07.19	00:00:00	1.15536	1.15559	1.15525	1.15531	3400	2313089000	20
2017.07.19	01:00:00	1.15531	1.15551	1.15499	1.15501	3115	2909363000	11
2017.07.19	02:00:00	1.15501	1.15521	1.15474	1.15476	2114	1798313000	10
2017.07.19	03:00:00	1.15475	1.15531	1.15428	1.15442	3298	3321713000	9
2017.07.19	04:00:00	1.15443	1.15449	1.15408	1.15417	3023	3169811000	9
2017.07.19	05:00:00	1.15417	1.15441	1.15382	1.15387	1878	1940701000	9
2017.07.19	06:00:00	1.15388	1.15399	1.15360	1.15385	2377	2175465000	9
2017.07.19	07:00:00	1.15385	1.15393	1.15365	1.15373	1771	1763666000	10
2017.07.19	08:00:00	1.15375	1.15375	1.15308	1.15322	3234	2777103000	9
2017.07.19	09:00:00	1.15324	1.15473	1.15286	1.15292	7011	7080185000	8
2017.07.19	10:00:00	1.15292	1.15388	1.15186	1.15198	8611	8173127000	7
2017.07.19	11:00:00	1.15199	1.15274	1.15143	1.15263	6975	7593355000	8
2017.07.19	12:00:00	1.15263	1.15375	1.15263	1.15295	6244	6236322000	8
2017.07.19	13:00:00	1.15295	1.15374	1.15234	1.15251	5277	5424780000	8
2017.07.19	14:00:00	1.15251	1.15303	1.15207	1.15296	5337	5571427000	8
2017.07.19	15:00:00	1.15295	1.15381	1.15234	1.15251	7380	7735914000	8
2017.07.19	16:00:00	1.15251	1.15362	1.15232	1.15235	8080	8926383000	7
2017.07.19	17:00:00	1.15235	1.15284	1.15097	1.15175	8649	8988119000	8
2017.07.19	18:00:00	1.15176	1.15294	1.15126	1.15174	7390	7623461000	8
2017.07.19	19:00:00	1.15174	1.15227	1.15138	1.15205	4017	4433290000	7
2017.07.19	20:00:00	1.15205	1.15228	1.15166	1.15168	3367	3794228000	8
2017.07.19	21:00:00	1.15167	1.15190	1.15130	1.15177	3335	3673748000	8
2017.07.19	22:00:00	1.15177	1.15190	1.15143	1.15172	3173	3216159000	9
2017.07.19	23:00:00	1.15173	1.15176	1.15125	1.15141	2168	1562341000	10
2017.07.20	00:00:00	1.15143	1.15182	1.15123	1.15171	3364	2296816000	32
2017.07.20	01:00:00	1.15171	1.15278	1.15168	1.15271	3023	2901072000	11
2017.07.20	02:00:00	1.15270	1.15325	1.15270	1.15286	2075	1846932000	11
2017.07.20	03:00:00	1.15284	1.15291	1.15224	1.15226	2241	2339544000	10
2017.07.20	04:00:00	1.15226	1.15260	1.15123	1.15161	4213	4219513000	10
2017.07.20	05:00:00	1.15164	1.15251	1.15140	1.15230	3946	3995380000	8
2017.07.20	06:00:00	1.15231	1.15270	1.15046	1.15064	4788	4396509000	8
2017.07.20	07:00:00	1.15063	1.15117	1.15062	1.15116	2759	2822434000	9
2017.07.20	08:00:00	1.15116	1.15121	1.15040	1.15109	3269	3175185000	10
2017.07.20	09:00:00	1.15109	1.15250	1.15084	1.15223	6559	5914797000	8
2017.07.20	10:00:00	1.15223	1.15226	1.14998	1.14998	8860	8458213000	7
2017.07.20	11:00:00	1.14999	1.15065	1.14957	1.15044	8148	8071407000	8
2017.07.20	12:00:00	1.15043	1.15069	1.14965	1.15034	6358	6530297000	7
2017.07.20	13:00:00	1.15034	1.15119	1.15003	1.15059	6432	6046703000	8
2017.07.20	14:00:00	1.15058	1.15129	1.14796	1.14847	10302	9590965000	7
2017.07.20	15:00:00	1.14847	1.15703	1.14790	1.15616	16277	14181208000	7
2017.07.20	16:00:00	1.15615	1.15736	1.15410	1.15614	13975	12909319000	7
2017.07.20	17:00:00	1.15616	1.16579	1.15614	1.16341	16159	15088393000	7
2017.07.20	18:00:00	1.16342	1.16465	1.16271	1.16333	10061	9960698000	7
2017.07.20	19:00:00	1.16334	1.16396	1.16268	1.16343	6020	6113651000	8
2017.07.20	20:00:00	1.16344	1.16373	1.16180	1.16288	5481	5381233000	8
2017.07.20	21:00:00	1.16288	1.16293	1.16174	1.16243	5070	5344889000	8
2017.07.20	22:00:00	1.16243	1.16303	1.16206	1.16282	4000	4056715000	9
2017.07.20	23:00:00	1.16282	1.16335	1.16236	1.16304	2882	1981508000	9
2017.07.21	00:00:00	1.16303	1.16349	1.16285	1.16320	2458	1235552000	21
2017.07.21	01:00:00	1.16322	1.16354	1.16244	1.16272	2755	2090893000	12
2017.07.21	02:00:00	1.16272	1.16316	1.16260	1.16280	1768	1502550000	10
2017.07.21	03:00:00	1.16281	1.16296	1.16188	1.16263	3539	2852274000	9
2017.07.21	04:00:00	1.16263	1.16296	1.16228	1.16283	3635	3345505000	9
2017.07.21	05:00:00	1.16284	1.16362	1.16239	1.16246	4250	3968864000	10
2017.07.21	06:00:00	1.16246	1.16293	1.16230	1.16278	3081	2786525000	10
2017.07.21	07:00:00	1.16278	1.16300	1.16248	1.16283	2423	2263484000	10
2017.07.21	08:00:00	1.16283	1.16396	1.16279	1.16396	2693	2882064000	10
2017.07.21	09:00:00	1.16395	1.16765	1.16364	1.16623	9726	8310840000	8
2017.07.21	10:00:00	1.16622	1.16734	1.16374	1.16384	8924	8284599000	8
2017.07.21	11:00:00	1.16384	1.16510	1.16358	1.16490	6628	5831960000	8
2017.07.21	12:00:00	1.16491	1.16583	1.16382	1.16463	7053	6748783000	7
2017.07.21	13:00:00	1.16463	1.16517	1.16377	1.16440	5958	5646971000	8
2017.07.21	14:00:00	1.16440	1.16511	1.16398	1.16414	6592	6258111000	8
2017.07.21	15:00:00	1.16416	1.16475	1.16349	1.16396	7501	7046784000	7
2017.07.21	16:00:00	1.16396	1.16519	1.16354	1.16468	7709	7704570000	7
2017.07.21	17:00:00	1.16464	1.16665	1.16447	1.16543	9081	8963240000	7
2017.07.21	18:00:00	1.16548	1.16575	1.16480	1.16545	6310	6240870000	8
2017.07.21	19:00:00	1.16545	1.16701	1.16533	1.16657	5159	5183117000	8
2017.07.21	20:00:00	1.16658	1.16825	1.16652	1.16757	5729	5981722000	8
2017.07.21	21:00:00	1.16756	1.16807	1.16721	1.16780	4678	5220560000	9
2017.07.21	22:00:00	1.16780	1.16787	1.16641	1.16683	4156	4332481000	10
2017.07.21	23:00:00	1.16683	1.16700	1.16614	1.16628	4302	3256313000	11
2017.07.24	00:00:00	1.16648	1.16701	1.16617	1.16660	800	539924000	43
2017.07.24	01:00:00	1.16659	1.16739	1.16652	1.16724	3505	2847792000	12
2017.07.24	02:00:00	1.16725	1.16814	1.16712	1.16810	2531	2418171000	11
2017.07.24	03:00:00	1.16810	1.16840	1.16673	1.16705	4603	4438769000	9
2017.07.24	04:00:00	1.16706	1.16709	1.16628	1.16685	3273	3345134000	9
2017.07.24	05:00:00	1.16684	1.16699	1.16672	1.16676	2283	2243897000	9
2017.07.24	06:00:00	1.16675	1.16749	1.16674	1.16713	2580	2654527000	9
2017.07.24	07:00:00	1.16714	1.16738	1.16693	1.16703	1988	2036026000	9
2017.07.24	08:00:00	1.16703	1.16749	1.16677	1.16696	2616	3007804000	9
2017.07.24	09:00:00	1.16696	1.16718	1.16419	1.16456	7606	7729914000	7
2017.07.24	10:00:00	1.16453	1.16611	1.16297	1.16394	9817	9067569000	7
2017.07.24	11:00:00	1.16393	1.16539	1.16385	1.16524	7865	8296689000	7
2017.07.24	12:00:00	1.16526	1.16571	1.16483	1.16566	7675	8221380000	7
2017.07.24	13:00:00	1.16565	1.16595	1.16454	1.16485	6718	7258028000	8
2017.07.24	14:00:00	1.16485	1.16521	1.16419	1.16443	5884	6362718000	8
2017.07.24	15:00:00	1.16444	1.16573	1.16428	1.16555	7032	7481485000	7
2017.07.24	16:00:00	1.16555	1.16556	1.16331	1.16375	7341	8005741000	8
2017.07.24	17:00:00	1.16374	1.16499	1.16340	1.16430	7528	8128515000	8
2017.07.24	18:00:00	1.16433	1.16476	1.16368	1.16422	6776	7452324000	8
2017.07.24	19:00:00	1.16422	1.16437	1.16256	1.16376	4662	4874515000	7
2017.07.24	20:00:00	1.16375	1.16405	1.16298	1.16401	3887	4165437000	8
2017.07.24	21:00:00	1.16401	1.16433	1.16368	1.16429	3610	3807462000	9
2017.07.24	22:00:00	1.16428	1.16471	1.16423	1.16432	2839	3062029000	9
2017.07.24	23:00:00	1.16434	1.16434	1.16398	1.16412	1808	1338549000	10
2017.07.25	00:00:00	1.16406	1.16448	1.16316	1.16362	4784	3368010000	21
2017.07.25	01:00:00	1.16361	1.16388	1.16349	1.16371	3382	3189847000	12
2017.07.25	02:00:00	1.16371	1.16402	1.16357	1.16385	1971	1730915000	11
2017.07.25	03:00:00	1.16385	1.16403	1.16304	1.16373	3460	3148801000	10
2017.07.25	04:00:00	1.16373	1.16424	1.16345	1.16407	2518	2554972000	10
2017.07.25	05:00:00	1.16406	1.16568	1.16386	1.16531	3597	3556061000	9
2017.07.25	06:00:00	1.16530	1.16561	1.16515	1.16560	1725	1914678000	10
2017.07.25	07:00:00	1.16560	1.16633	1.16557	1.16615	3218	3194708000	9
2017.07.25	08:00:00	1.16615	1.16628	1.16518	1.16628	2396	2442821000	10
2017.07.25	09:00:00	1.16623	1.16687	1.16575	1.16609	6436	6540577000	8
2017.07.25	10:00:00	1.16611	1.16616	1.16428	1.16507	9061	9360796000	7
2017.07.25	11:00:00	1.16507	1.16676	1.16488	1.16535	8468	8730889000	8
2017.07.25	12:00:00	1.16536	1.16581	1.16484	1.16543	6532	6745942000	7
2017.07.25	13:00:00	1.16543	1.16560	1.16469	1.16509	6068	6541185000	7
2017.07.25	14:00:00	1.16509	1.16665	1.16496	1.16664	6414	6464137000	7
2017.07.25	15:00:00	1.16664	1.16988	1.16664	1.16883	10328	10509689000	7
2017.07.25	16:00:00	1.16882	1.17122	1.16800	1.16964	11551	12046162000	7
2017.07.25	17:00:00	1.16963	1.16968	1.16568	1.16607	10462	10964360000	7
2017.07.25	18:00:00	1.16607	1.16706	1.16453	1.16544	8610	9274935000	7
2017.07.25	19:00:00	1.16544	1.16581	1.16492	1.16530	5349	6024281000	7
2017.07.25	20:00:00	1.16531	1.16611	1.16518	1.16575	3367	3894682000	9
2017.07.25	21:00:00	1.16575	1.16587	1.16445	1.16499	4930	5009627000	8
2017.07.25	22:00:00	1.16499	1.16530	1.16439	1.16470	4593	5036252000	8
2017.07.25	23:00:00	1.16470	1.16490	1.16419	1.16466	2423	1791629000	9
2017.07.26	00:00:00	1.16466	1.16484	1.16452	1.16472	2383	1184792000	21
2017.07.26	01:00:00	1.16472	1.16480	1.16454	1.16460	1872	1697193000	12
2017.07.26	02:00:00	1.16462	1.16469	1.16429	1.16440	2644	2655892000	10
2017.07.26	03:00:00	1.16440	1.16449	1.16376	1.16410	3939	3945502000	9
2017.07.26	04:00:00	1.16412	1.16472	1.16385	1.16456	3896	3670876000	9
2017.07.26	05:00:00	1.16456	1.16535	1.16445	1.16519	2967	3066967000	10
2017.07.26	06:00:00	1.16520	1.16532	1.16414	1.16434	3333	3488717000	9
2017.07.26	07:00:00	1.16434	1.16488	1.16378	1.16382	2682	2841315000	10
2017.07.26	08:00:00	1.16384	1.16410	1.16330	1.16386	3112	3159094000	9
2017.07.26	09:00:00	1.16384	1.16434	1.16204	1.16372	7049	7193699000	9
2017.07.26	10:00:00	1.16372	1.16453	1.16250	1.16294	7979	7986766000	8
2017.07.26	11:00:00	1.16294	1.16333	1.16123	1.16229	8199	8650470000	7
2017.07.26	12:00:00	1.16228	1.16325	1.16185	1.16320	6607	6793093000	7
2017.07.26	13:00:00	1.16320	1.16512	1.16304	1.16420	7593	7979702000	7
2017.07.26	14:00:00	1.16420	1.16499	1.16374	1.16424	7064	7236046000	8
2017.07.26	15:00:00	1.16426	1.16480	1.16380	1.16407	6671	7350924000	7
2017.07.26	16:00:00	1.16408	1.16552	1.16314	1.16327	8574	9080271000	7
2017.07.26	17:00:00	1.16331	1.16390	1.16216	1.16297	8648	10085815000	7
2017.07.26	18:00:00	1.16297	1.16395	1.16260	1.16319	7052	7528326000	7
2017.07.26	19:00:00	1.16320	1.16372	1.16251	1.16262	4573	4842938000	8
2017.07.26	20:00:00	1.16263	1.16531	1.16262	1.16458	6434	6749794000	7
2017.07.26	21:00:00	1.16457	1.17074	1.16277	1.17039	14937	14160299000	8
2017.07.26	22:00:00	1.17041	1.17394	1.17041	1.17216	11296	11523757000	8
2017.07.26	23:00:00	1.17214	1.17398	1.17200	1.17332	3589	2462506000	10
2017.07.27	00:00:00	1.17331	1.17472	1.17320	1.17463	3717	2339083000	27
2017.07.27	01:00:00	1.17463	1.17471	1.17323	1.17340	3323	3292752000	13
2017.07.27	02:00:00	1.17342	1.17342	1.17264	1.17312	2592	2800585000	10
2017.07.27	03:00:00	1.17313	1.17391	1.17248	1.17291	5386	4871625000	9
2017.07.27	04:00:00	1.17291	1.17421	1.17210	1.17397	4704	4626572000	9
2017.07.27	05:00:00	1.17397	1.17459	1.17368	1.17458	4778	5107921000	8
2017.07.27	06:00:00	1.17457	1.17765	1.17418	1.17558	5265	4717187000	9
2017.07.27	07:00:00	1.17558	1.17621	1.17453	1.17487	4362	4605301000	9
2017.07.27	08:00:00	1.17486	1.17511	1.17345	1.17388	4540	4722069000	9
2017.07.27	09:00:00	1.17389	1.17475	1.17268	1.17288	8349	7840486000	7
2017.07.27	10:00:00	1.17290	1.17334	1.17144	1.17232	9776	9731130000	7
2017.07.27	11:00:00	1.17233	1.17304	1.17118	1.17281	8218	8225762000	8
2017.07.27	12:00:00	1.17280	1.17332	1.17171	1.17197	7089	7015275000	7
2017.07.27	13:00:00	1.17198	1.17209	1.17027	1.17044	7611	7669823000	8
2017.07.27	14:00:00	1.17047	1.17129	1.16870	1.16929	7432	7146670000	7
2017.07.27	15:00:00	1.16932	1.17051	1.16893	1.16964	8902	8994676000	8
2017.07.27	16:00:00	1.16965	1.17046	1.16899	1.17046	8766	9511658000	7
2017.07.27	17:00:00	1.17045	1.17058	1.16622	1.16653	10828	11276243000	7
2017.07.27	18:00:00	1.16652	1.16783	1.16538	1.16547	9108	9586276000	7
2017.07.27	19:00:00	1.16548	1.16685	1.16497	1.16640	6263	6853737000	8
2017.07.27	20:00:00	1.16640	1.16792	1.16592	1.16743	7897	7840683000	8
2017.07.27	21:00:00	1.16744	1.16884	1.16660	1.16829	8127	8046751000	8
2017.07.27	22:00:00	1.16828	1.16835	1.16717	1.16756	4955	5280469000	8
2017.07.27	23:00:00	1.16757	1.16789	1.16703	1.16752	3654	2454630000	13
2017.07.28	00:00:00	1.16751	1.16784	1.16722	1.16746	3836	2294881000	30
2017.07.28	01:00:00	1.16747	1.16881	1.16747	1.16838	3765	3345428000	11
2017.07.28	02:00:00	1.16838	1.16910	1.16808	1.16895	2424	2359995000	12
2017.07.28	03:00:00	1.16895	1.16921	1.16709	1.16758	4932	4882697000	9
2017.07.28	04:00:00	1.16759	1.16841	1.16710	1.16840	5155	4649239000	9
2017.07.28	05:00:00	1.16836	1.16926	1.16800	1.16925	3376	3590583000	9
2017.07.28	06:00:00	1.16925	1.16936	1.16829	1.16831	3196	3427207000	9
2017.07.28	07:00:00	1.16831	1.16880	1.16815	1.16849	2760	3102394000	9
2017.07.28	08:00:00	1.16849	1.16957	1.16849	1.16937	3973	4356451000	9
2017.07.28	09:00:00	1.16937	1.17008	1.16871	1.16968	6949	7421027000	8
2017.07.28	10:00:00	1.16968	1.17150	1.16911	1.16962	8636	8299463000	8
2017.07.28	11:00:00	1.16964	1.17072	1.16962	1.17054	7959	7965235000	7
2017.07.28	12:00:00	1.17053	1.17175	1.17050	1.17157	7710	7978798000	7
2017.07.28	13:00:00	1.17156	1.17215	1.17041	1.17065	6725	6849345000	8
2017.07.28	14:00:00	1.17064	1.17233	1.17042	1.17183	6752	7149913000	8
2017.07.28	15:00:00	1.17184	1.17527	1.17145	1.17159	12294	11891440000	7
2017.07.28	16:00:00	1.17159	1.17324	1.17147	1.17278	10159	10947404000	7
2017.07.28	17:00:00	1.17278	1.17535	1.17269	1.17470	11237	11742635000	8
2017.07.28	18:00:00	1.17470	1.17638	1.17410	1.17548	10495	10908182000	7
2017.07.28	19:00:00	1.17548	1.17560	1.17377	1.17401	4721	4843136000	10
2017.07.28	20:00:00	1.17402	1.17501	1.17402	1.17466	3770	3800160000	8
2017.07.28	21:00:00	1.17465	1.17620	1.17430	1.17613	3714	3757648000	9
2017.07.28	22:00:00	1.17613	1.17619	1.17526	1.17583	4129	4619958000	9
2017.07.28	23:00:00	1.17583	1.17592	1.17503	1.17506	3320	2542853000	11
2017.07.31	00:00:00	1.17538	1.17566	1.17476	1.17533	1237	891288000	35
2017.07.31	01:00:00	1.17534	1.17618	1.17490	1.17595	8972	8720397000	12
2017.07.31	02:00:00	1.17594	1.17597	1.17451	1.17467	3138	2946239000	11
2017.07.31	03:00:00	1.17465	1.17485	1.17341	1.17424	5299	4899086000	9
2017.07.31	04:00:00	1.17426	1.17457	1.17373	1.17391	3818	3619074000	9
2017.07.31	05:00:00	1.17391	1.17435	1.17349	1.17349	2891	2915637000	10
2017.07.31	06:00:00	1.17350	1.17371	1.17311	1.17320	2813	3012591000	10
2017.07.31	07:00:00	1.17320	1.17366	1.17309	1.17362	1917	2005552000	10
2017.07.31	08:00:00	1.17360	1.17472	1.17313	1.17458	2622	2683145000	10
2017.07.31	09:00:00	1.17453	1.17465	1.17243	1.17372	7124	7160621000	9
2017.07.31	10:00:00	1.17371	1.17380	1.17229	1.17245	7285	7436383000	8
2017.07.31	11:00:00	1.17246	1.17340	1.17232	1.17318	5350	5722349000	8
2017.07.31	12:00:00	1.17319	1.17441	1.17274	1.17337	6988	7151495000	8
2017.07.31	13:00:00	1.17337	1.17373	1.17295	1.17311	4795	5147143000	8
2017.07.31	14:00:00	1.17311	1.17347	1.17252	1.17273	5212	5400386000	7
2017.07.31	15:00:00	1.17271	1.17349	1.17230	1.17334	6301	6846719000	8
2017.07.31	16:00:00	1.17333	1.17514	1.17313	1.17483	7503	8069415000	7
2017.07.31	17:00:00	1.17483	1.17903	1.17458	1.17890	10896	11274439000	7
2017.07.31	18:00:00	1.17893	1.18299	1.17835	1.18250	9768	9964361000	7
