<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.02.14	00:00:00	1.05944	1.05977	1.05919	1.05954	1266	742678000	14
2017.02.14	01:00:00	1.05954	1.05988	1.05925	1.05984	2351	2164616000	11
2017.02.14	02:00:00	1.05984	1.06087	1.05958	1.05999	3605	3285492000	11
2017.02.14	03:00:00	1.05998	1.06057	1.05928	1.05953	3806	3252167000	10
2017.02.14	04:00:00	1.05953	1.05983	1.05910	1.05980	2807	2542580000	9
2017.02.14	05:00:00	1.05980	1.06038	1.05980	1.06037	2724	2614172000	9
2017.02.14	06:00:00	1.06038	1.06118	1.06035	1.06104	3530	3334426000	9
2017.02.14	07:00:00	1.06104	1.06227	1.06094	1.06190	3487	3260408000	10
2017.02.14	08:00:00	1.06195	1.06235	1.06144	1.06219	3565	3599623000	10
2017.02.14	09:00:00	1.06218	1.06223	1.06063	1.06070	4915	4252791000	9
2017.02.14	10:00:00	1.06070	1.06330	1.06066	1.06309	7023	4746224000	8
2017.02.14	11:00:00	1.06310	1.06316	1.06135	1.06172	6651	4858126000	8
2017.02.14	12:00:00	1.06170	1.06205	1.06077	1.06171	6224	4746017000	8
2017.02.14	13:00:00	1.06171	1.06331	1.06151	1.06281	4680	3938831000	8
2017.02.14	14:00:00	1.06281	1.06301	1.06204	1.06213	4690	4021158000	8
2017.02.14	15:00:00	1.06216	1.06252	1.06104	1.06126	7151	5502381000	8
2017.02.14	16:00:00	1.06127	1.06145	1.06013	1.06092	7573	6305328000	7
2017.02.14	17:00:00	1.06099	1.06140	1.05610	1.05635	15709	10807691000	7
2017.02.14	18:00:00	1.05637	1.05806	1.05607	1.05764	8834	7935487000	8
2017.02.14	19:00:00	1.05763	1.05767	1.05636	1.05648	5757	5946281000	8
2017.02.14	20:00:00	1.05648	1.05734	1.05613	1.05695	4908	5193826000	9
2017.02.14	21:00:00	1.05696	1.05757	1.05670	1.05731	4972	5022333000	9
2017.02.14	22:00:00	1.05730	1.05757	1.05697	1.05753	3998	3793420000	9
2017.02.14	23:00:00	1.05752	1.05796	1.05744	1.05786	1980	1539072000	10
2017.02.15	00:00:00	1.05782	1.05795	1.05737	1.05769	1594	751118000	19
2017.02.15	01:00:00	1.05769	1.05789	1.05740	1.05779	2257	1577133000	11
2017.02.15	02:00:00	1.05780	1.05782	1.05664	1.05683	4065	3619917000	9
2017.02.15	03:00:00	1.05683	1.05767	1.05648	1.05732	4927	4732782000	9
2017.02.15	04:00:00	1.05732	1.05761	1.05679	1.05743	3993	3836848000	9
2017.02.15	05:00:00	1.05743	1.05837	1.05733	1.05832	4351	4410157000	9
2017.02.15	06:00:00	1.05832	1.05859	1.05750	1.05761	3954	4019343000	9
2017.02.15	07:00:00	1.05761	1.05818	1.05756	1.05786	3802	4052364000	9
2017.02.15	08:00:00	1.05784	1.05822	1.05762	1.05797	2948	3145560000	10
2017.02.15	09:00:00	1.05797	1.05799	1.05687	1.05740	5213	5065186000	9
2017.02.15	10:00:00	1.05738	1.05744	1.05522	1.05622	7789	7167648000	8
2017.02.15	11:00:00	1.05621	1.05621	1.05472	1.05554	6452	5897948000	8
2017.02.15	12:00:00	1.05553	1.05578	1.05424	1.05525	5428	4927900000	8
2017.02.15	13:00:00	1.05524	1.05607	1.05475	1.05569	5096	4121793000	8
2017.02.15	14:00:00	1.05567	1.05605	1.05497	1.05530	5338	4831143000	8
2017.02.15	15:00:00	1.05534	1.05579	1.05210	1.05337	9954	8070342000	8
2017.02.15	16:00:00	1.05338	1.05646	1.05310	1.05604	9853	7717575000	7
2017.02.15	17:00:00	1.05606	1.05802	1.05596	1.05733	11662	9304598000	7
2017.02.15	18:00:00	1.05733	1.06090	1.05723	1.05962	9739	8058422000	8
2017.02.15	19:00:00	1.05960	1.06053	1.05806	1.05833	7037	6577057000	8
2017.02.15	20:00:00	1.05833	1.05910	1.05805	1.05892	4585	4529514000	9
2017.02.15	21:00:00	1.05892	1.05919	1.05817	1.05892	3803	3641620000	8
2017.02.15	22:00:00	1.05893	1.06041	1.05874	1.06018	3767	4177415000	9
2017.02.15	23:00:00	1.06016	1.06068	1.05976	1.05983	1961	1732397000	10
2017.02.16	00:00:00	1.05981	1.06026	1.05906	1.05920	1498	1121745000	36
2017.02.16	01:00:00	1.05920	1.06067	1.05920	1.06027	2837	2050627000	11
2017.02.16	02:00:00	1.06028	1.06227	1.06005	1.06207	5284	4646808000	10
2017.02.16	03:00:00	1.06209	1.06233	1.06103	1.06209	5481	5436966000	9
2017.02.16	04:00:00	1.06209	1.06227	1.06115	1.06128	4260	4086318000	9
2017.02.16	05:00:00	1.06129	1.06183	1.06128	1.06128	3526	3568897000	9
2017.02.16	06:00:00	1.06129	1.06163	1.06124	1.06150	2283	2390012000	10
2017.02.16	07:00:00	1.06150	1.06239	1.06128	1.06205	2859	2872327000	9
2017.02.16	08:00:00	1.06204	1.06210	1.06059	1.06075	3983	4281302000	9
2017.02.16	09:00:00	1.06076	1.06122	1.05996	1.06114	5141	4780166000	8
2017.02.16	10:00:00	1.06114	1.06373	1.06101	1.06346	8400	7410920000	8
2017.02.16	11:00:00	1.06346	1.06410	1.06297	1.06393	6337	5668984000	8
2017.02.16	12:00:00	1.06393	1.06395	1.06240	1.06311	5854	5198545000	7
2017.02.16	13:00:00	1.06311	1.06384	1.06251	1.06335	5227	4527960000	7
2017.02.16	14:00:00	1.06334	1.06445	1.06298	1.06406	6575	5705313000	8
2017.02.16	15:00:00	1.06405	1.06553	1.06342	1.06367	9385	8391374000	8
2017.02.16	16:00:00	1.06366	1.06604	1.06326	1.06584	8799	7080941000	7
2017.02.16	17:00:00	1.06584	1.06760	1.06547	1.06678	10531	8809917000	7
2017.02.16	18:00:00	1.06677	1.06790	1.06582	1.06597	8926	7652390000	7
2017.02.16	19:00:00	1.06597	1.06645	1.06471	1.06526	5813	5197558000	8
2017.02.16	20:00:00	1.06526	1.06652	1.06495	1.06627	5564	5419170000	8
2017.02.16	21:00:00	1.06624	1.06763	1.06588	1.06757	4606	4379490000	8
2017.02.16	22:00:00	1.06756	1.06773	1.06691	1.06732	4129	4175760000	9
2017.02.16	23:00:00	1.06731	1.06766	1.06710	1.06740	1923	1651341000	11
2017.02.17	00:00:00	1.06721	1.06742	1.06656	1.06678	1634	1035745000	17
2017.02.17	01:00:00	1.06678	1.06732	1.06678	1.06709	1819	1498084000	12
2017.02.17	02:00:00	1.06704	1.06744	1.06609	1.06677	4580	4579217000	9
2017.02.17	03:00:00	1.06677	1.06741	1.06669	1.06709	3759	3534995000	10
2017.02.17	04:00:00	1.06709	1.06744	1.06691	1.06720	2732	2606933000	9
2017.02.17	05:00:00	1.06719	1.06762	1.06699	1.06738	3251	3313637000	9
2017.02.17	06:00:00	1.06738	1.06744	1.06719	1.06744	2423	2459643000	10
2017.02.17	07:00:00	1.06744	1.06752	1.06688	1.06711	2594	2742134000	10
2017.02.17	08:00:00	1.06709	1.06731	1.06648	1.06663	3144	3299034000	9
2017.02.17	09:00:00	1.06663	1.06729	1.06543	1.06551	5345	4928889000	8
2017.02.17	10:00:00	1.06550	1.06585	1.06405	1.06480	7663	6964382000	8
2017.02.17	11:00:00	1.06480	1.06532	1.06369	1.06431	9076	8014127000	7
2017.02.17	12:00:00	1.06431	1.06521	1.06397	1.06450	7515	6459350000	8
2017.02.17	13:00:00	1.06446	1.06499	1.06414	1.06464	6008	5543452000	8
2017.02.17	14:00:00	1.06464	1.06575	1.06444	1.06465	6771	5759852000	8
2017.02.17	15:00:00	1.06467	1.06577	1.06444	1.06549	6887	5688894000	8
2017.02.17	16:00:00	1.06549	1.06668	1.06440	1.06458	8616	6968734000	7
2017.02.17	17:00:00	1.06458	1.06504	1.06234	1.06258	9721	8783223000	7
2017.02.17	18:00:00	1.06261	1.06334	1.06117	1.06138	7737	5894262000	8
2017.02.17	19:00:00	1.06138	1.06198	1.06122	1.06139	4846	4290968000	8
2017.02.17	20:00:00	1.06138	1.06165	1.06069	1.06109	3652	3401883000	8
2017.02.17	21:00:00	1.06110	1.06139	1.06051	1.06058	3160	3009597000	9
2017.02.17	22:00:00	1.06058	1.06117	1.06055	1.06079	3020	2457874000	10
2017.02.17	23:00:00	1.06082	1.06154	1.06068	1.06105	1669	1230384000	10
2017.02.20	00:00:00	1.06073	1.06245	1.06073	1.06205	1696	1289754000	23
2017.02.20	01:00:00	1.06204	1.06326	1.06179	1.06249	5020	4158720000	12
2017.02.20	02:00:00	1.06248	1.06263	1.06149	1.06189	4587	3876128000	9
2017.02.20	03:00:00	1.06188	1.06197	1.06029	1.06091	4800	4844710000	9
2017.02.20	04:00:00	1.06092	1.06115	1.06050	1.06102	4625	5208007000	9
2017.02.20	05:00:00	1.06102	1.06142	1.06088	1.06126	2625	2795258000	10
2017.02.20	06:00:00	1.06126	1.06182	1.06112	1.06182	2467	2265576000	9
2017.02.20	07:00:00	1.06182	1.06194	1.06128	1.06140	3163	3343746000	9
2017.02.20	08:00:00	1.06138	1.06148	1.06041	1.06145	4275	4266384000	9
2017.02.20	09:00:00	1.06145	1.06268	1.06117	1.06163	4929	4350186000	8
2017.02.20	10:00:00	1.06163	1.06245	1.06124	1.06221	5994	5284514000	8
2017.02.20	11:00:00	1.06220	1.06296	1.06195	1.06221	5722	4873921000	8
