證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
8039,台虹,1252000,720,43508150,34.50,35.40,34.15,34.70,+,0.2,34.65,11,34.70,4,10.42,
8046,南電,3075475,"1,534",92668500,30.15,30.55,29.80,30.00,-,0.1,30.00,370,30.05,2,0.00,
8070,長華,35660,38,4858088,137.00,137.00,136.00,136.00,-,0.5,135.50,8,136.00,2,12.55,
8072,陞泰,15600,11,353050,22.70,22.70,22.55,22.55,-,0.15,22.55,8,22.70,1,0.00,
8081,致新,112520,95,7625703,68.00,68.00,67.50,67.90,-,0.2,67.90,1,68.00,7,18.01,
8101,華冠,159145,57,649135,4.18,4.23,4.04,4.15,-,0.03,4.08,20,4.15,4,0.00,
8103,瀚荃,21040,16,548644,26.15,26.15,26.00,26.00,-,0.1,26.00,7,26.10,4,12.75,
8105,凌巨,552400,225,6777310,12.35,12.50,12.10,12.15,-,0.2,12.15,37,12.20,8,13.97,
8110,華東,708177,281,8843112,12.50,12.55,12.45,12.45,+,0.05,12.40,159,12.45,2,8.19,
8112,至上,801871,515,24230914,30.35,30.40,30.10,30.10,-,0.1,30.10,4,30.15,13,7.45,
8114,振樺電,22097,25,2470009,112.00,112.50,111.00,111.50,-,0.5,111.00,6,111.50,3,10.13,
8131,福懋科,85641,69,2873358,33.60,33.70,33.50,33.50,-,0.05,33.50,74,33.60,7,9.25,
8150,南茂,10768980,"4,087",257716918,23.80,24.30,23.50,23.65,-,0.15,23.65,50,23.70,26,43.00,
8163,達方,6291559,"4,076",289229694,45.80,46.70,45.35,45.45,-,0.05,45.45,60,45.50,10,14.34,
8201,無敵,43519,27,626021,14.60,14.60,14.30,14.45,-,0.15,14.35,1,14.45,2,0.00,
8210,勤誠,48400,35,1884500,39.10,39.10,38.80,38.95,-,0.1,38.95,6,39.00,1,11.32,
8213,志超,889806,132,24923427,28.05,28.05,27.95,28.00,-,0.1,27.95,44,28.10,2,9.59,
8215,明基材,1156246,598,20615165,17.80,17.95,17.65,17.65,+,0.1,17.65,34,17.75,1,13.07,
8222,寶一,105873,54,1832685,17.30,17.45,17.20,17.35,+,0.15,17.30,6,17.45,1,29.41,
8249,菱光,48001,37,1024822,21.40,21.40,21.30,21.30,-,0.3,21.30,30,21.40,2,17.46,
8261,富鼎,1710600,"1,224",68633287,40.50,40.90,39.40,39.40,-,0.3,39.40,11,39.50,1,25.58,
8271,宇瞻,104087,68,3454758,33.25,33.30,33.15,33.15,-,0.2,33.15,15,33.25,1,8.09,
8341,日友,155100,155,34762500,221.50,226.00,220.50,222.00,,0.0,222.00,7,223.00,1,33.84,
8367,建新國際,2366537,"1,474",68837723,29.50,31.00,28.40,29.00,-,1.85,28.80,2,29.00,8,18.24,
8374,羅昇,49099,41,1225450,25.15,25.15,24.80,24.85,-,0.3,24.80,10,24.90,1,10.85,
8404,百和興業-KY,258026,182,13356837,52.70,52.70,51.50,51.60,-,0.5,51.50,30,51.80,28,34.86,
8411,福貞-KY,35750,21,492975,14.00,14.00,13.70,13.80,-,0.05,13.70,8,13.80,4,47.59,
8422,可寧衛,55854,80,9734950,175.00,175.00,174.00,174.00,-,1.0,174.00,24,174.50,3,13.33,
8427,基勝-KY,12000,12,494600,41.50,41.50,40.80,41.30,+,0.5,40.80,1,41.45,1,0.00,
8429,金麗-KY,350344,231,6971580,20.25,20.25,19.75,19.75,-,0.4,19.75,15,19.80,1,11.10,
8442,威宏-KY,5000,5,289400,57.90,57.90,57.80,57.90,,0.0,57.50,2,57.90,16,0.00,
8443,阿瘦,23060,24,317040,13.70,13.80,13.70,13.70,,0.0,13.70,1,13.75,2,28.54,
8454,富邦媒,70480,62,12648860,179.50,180.50,177.50,180.50,+,1.5,179.50,5,180.50,2,18.92,
8463,潤泰材,785193,548,24567394,31.95,32.00,30.80,30.80,-,0.85,30.80,29,30.90,1,35.00,
8464,億豐,313102,284,71399460,230.00,230.50,225.00,225.00,-,5.0,225.00,22,225.50,5,19.41,
8466,美吉吉-KY,28000,26,1648100,58.10,59.20,58.10,59.20,+,1.0,59.00,10,59.30,2,10.61,
8467,波力-KY,1000,1,29150,29.15,29.15,29.15,29.15,+,0.35,29.20,1,30.00,1,21.92,
8473,山林水,32668,31,2052551,62.90,63.00,62.70,63.00,+,0.1,62.90,5,63.20,1,22.03,
8478,東哥遊艇,41000,31,1744500,42.20,43.00,42.20,42.65,+,0.45,42.60,2,42.70,4,14.71,
8480,泰昇-KY,2000,2,253000,128.00,128.00,125.00,125.00,-,5.5,125.00,3,128.00,1,16.03,
8481,政伸,73100,41,3717430,50.40,51.30,50.40,50.80,+,0.4,50.80,6,50.90,1,14.60,
8482,商億-KY,33021,24,3224437,97.90,98.50,97.20,97.50,-,0.2,97.50,5,97.70,3,9.17,
8488,吉源-KY,4000,4,78500,19.55,19.75,19.50,19.75,-,0.05,19.40,3,19.80,3,0.00,
8497,聯廣,5000,5,220250,44.55,44.55,43.70,44.15,,0.0,43.60,2,44.00,1,14.15,
8499,鼎炫-KY,49170,40,3543840,73.50,73.50,71.00,71.00,-,1.1,71.00,6,71.50,1,11.13,
8926,台汽電,639373,349,17074671,26.85,26.85,26.60,26.65,-,0.15,26.65,1,26.70,25,15.96,
8940,新天地,5080,6,69404,13.65,13.70,13.65,13.70,+,0.1,13.65,1,13.75,1,0.00,
8996,高力,80575,75,3827540,48.00,48.00,47.40,47.60,-,0.4,47.45,3,47.70,7,23.68,
9103,美德醫療-DR,67000,28,88130,1.31,1.32,1.31,1.31,-,0.01,1.31,79,1.32,37,0.00,
910322,康師傅-DR,1000,1,28200,28.20,28.20,28.20,28.20,X,0.0,27.35,7,27.70,5,0.00,
910482,聖馬丁-DR,71291,22,26426,0.37,0.38,0.36,0.38,+,0.01,0.36,14,0.38,118,0.00,
9105,泰金寶-DR,845904,129,2225304,2.64,2.65,2.61,2.62,-,0.01,2.62,21,2.63,71,0.00,
910708,恒大健-DR,1000,1,1785000,"1,785.00","1,785.00","1,785.00","1,785.00",+,40.0,"1,745.00",1,"1,795.00",1,0.00,
910861,神州-DR,5000,1,39900,7.98,7.98,7.98,7.98,,0.0,7.98,5,8.20,5,0.00,
9110,越南控-DR,0,0,0,--,--,--,--,,0.0,2.86,14,2.97,3,0.00,
911608,明輝-DR,19000,5,31350,1.61,1.80,1.61,1.80,+,0.15,1.61,5,1.80,4,0.00,
911616,杜康-DR,10000,4,10000,1.00,1.00,1.00,1.00,+,0.03,0.98,5,1.00,40,0.00,
911619,耀傑-DR,0,0,0,--,--,--,--,,0.0,--,0,0.99,3,0.00,
911622,泰聚亨-DR,0,0,0,--,--,--,--,,0.0,5.81,3,6.10,7,0.00,
911868,同方友友-DR,43018,6,51284,1.27,1.27,1.16,1.23,-,0.02,1.18,14,1.24,5,0.00,
912000,晨訊科-DR,11000,4,25990,2.37,2.37,2.35,2.35,-,0.02,2.35,2,2.37,1,0.00,
912398,友佳-DR,34000,11,240410,7.30,7.30,7.04,7.04,-,0.01,7.01,7,7.05,32,0.00,
9136,巨騰-DR,540000,151,4184780,7.86,7.88,7.67,7.79,-,0.07,7.78,1,7.79,6,0.00,
9157,陽光能源-DR,10000,4,9200,0.92,0.92,0.92,0.92,,0.0,0.88,2,0.91,12,0.00,
9188,精熙-DR,12000,4,53400,4.45,4.45,4.45,4.45,-,0.03,4.45,10,4.52,5,0.00,
9802,鈺齊-KY,37000,32,1852050,50.00,50.40,49.90,50.10,,0.0,50.00,4,50.30,2,11.41,
9902,台火,71271,23,677898,9.59,9.59,9.50,9.52,-,0.01,9.47,13,9.52,5,0.00,
9904,寶成,4740393,"2,192",151942748,32.40,32.40,31.90,32.00,-,0.45,31.95,123,32.00,48,6.99,
9905,大華,43000,38,1107850,25.75,25.85,25.70,25.80,-,0.15,25.75,2,25.80,1,15.27,
9906,欣巴巴,463460,116,5826046,12.60,12.70,12.45,12.60,-,0.1,12.55,1,12.60,1,14.16,
9907,統一實,4563777,"1,456",66305965,14.65,14.75,14.30,14.55,-,0.05,14.55,3,14.60,196,15.65,
9908,大台北,60545,42,1741490,28.75,28.80,28.70,28.80,,0.0,28.60,10,28.80,7,21.18,
9910,豐泰,931292,748,176377980,191.50,191.50,186.50,190.00,,0.0,189.50,2,190.00,221,27.26,
9911,櫻花,59269,52,2254180,38.00,38.30,37.95,37.95,-,0.05,37.90,14,38.00,3,10.60,
9912,偉聯,52000,22,476570,9.15,9.25,9.11,9.11,-,0.03,9.11,1,9.16,5,47.95,
9914,美利達,701203,549,97469717,143.00,143.00,137.50,138.50,-,5.0,138.00,3,138.50,26,46.01,
9917,中保,48134,71,4258838,89.50,89.50,88.20,88.40,-,0.9,88.40,1,88.50,3,20.42,
9918,欣天然,6195,6,207985,33.65,33.65,33.55,33.60,-,0.05,33.20,1,33.60,5,21.27,
9919,康那香,29215,24,332901,11.40,11.40,11.35,11.40,,0.0,11.35,33,11.45,10,26.51,
9921,巨大,372282,293,48727582,133.00,133.00,130.00,131.00,-,2.0,130.50,52,131.00,7,25.39,
9924,福興,180000,124,6218450,35.00,35.00,34.35,34.40,-,0.6,34.40,5,34.65,2,11.78,
9925,新保,159807,149,5705685,35.90,35.90,35.55,35.65,-,0.35,35.65,4,35.70,2,15.50,
9926,新海,7000,4,282100,40.30,40.30,40.30,40.30,+,0.3,40.20,1,40.70,1,20.46,
9927,泰銘,108576,64,3801031,35.10,35.10,34.90,34.90,-,0.3,34.90,17,35.00,2,8.45,
9928,中視,0,0,0,--,--,--,--,,0.0,5.01,1,5.19,1,0.00,
9929,秋雨,21508,15,286003,13.30,13.30,13.30,13.30,-,0.35,13.20,11,13.30,1,120.91,
9930,中聯資源,9300,17,521100,56.00,56.20,56.00,56.00,+,0.1,56.00,7,56.10,4,15.95,
9931,欣高,5000,5,161700,32.60,32.60,32.10,32.20,-,0.5,32.25,1,32.70,1,15.63,
9933,中鼎,694156,572,34291418,49.80,49.80,49.20,49.35,-,0.45,49.30,9,49.45,2,20.06,
9934,成霖,339000,110,5526200,16.40,16.40,16.25,16.30,-,0.1,16.30,14,16.35,23,12.16,
9935,慶豐富,170191,88,2879877,16.85,17.00,16.85,16.85,,0.0,16.85,87,16.90,2,11.16,
9937,全國,31000,20,1239000,40.00,40.00,39.85,39.85,-,0.25,39.85,25,40.00,9,15.75,
9938,百和,658568,514,40272230,61.10,61.50,60.60,61.40,+,0.6,61.30,8,61.40,2,12.13,
9939,宏全,315956,295,16277523,51.60,51.70,51.30,51.50,-,0.1,51.40,5,51.60,20,11.92,
9940,信義,98608,95,3329929,33.80,33.85,33.70,33.80,-,0.05,33.75,1,33.80,4,12.20,
9941,裕融,116440,93,11826880,101.50,102.00,101.50,101.50,,0.0,101.50,46,102.00,59,11.39,
9942,茂順,22100,19,1756200,79.70,80.00,78.60,78.60,-,1.1,78.60,3,79.80,1,13.19,
9943,好樂迪,93609,73,5478635,58.90,58.90,58.30,58.40,-,0.5,58.40,3,58.70,13,10.05,
9944,新麗,26050,18,423362,16.15,16.30,16.15,16.25,+,0.05,16.15,9,16.25,17,36.93,
9946,三發地產,130169,53,1739614,13.40,13.40,13.35,13.35,-,0.05,13.35,7,13.45,14,9.21,
9955,佳龍,27387,25,377928,13.75,14.00,13.65,13.95,-,0.05,13.85,1,13.95,2,0.00,
9958,世紀鋼,19924320,"12,274",1818093349,94.60,94.60,89.10,90.00,-,2.5,90.00,198,90.20,1,250.00,
