證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
3413,京鼎,473620,394,66163680,141.00,141.50,139.00,139.00,-,2.0,139.00,30,140.00,6,9.42,
3416,融程電,108101,50,5940131,55.00,55.20,54.50,55.00,-,0.1,54.80,1,55.00,2,24.02,
3419,譁裕,145000,82,2580050,17.80,17.85,17.75,17.85,+,0.05,17.75,6,17.85,27,0.00,
3432,台端,148000,102,2349550,16.05,16.10,15.70,15.80,-,0.1,15.75,5,15.85,17,4.55,
3437,榮創,261300,157,5388960,20.80,20.80,20.55,20.55,-,0.15,20.55,9,20.65,4,0.00,
3443,創意,6187615,"5,203",1682806280,275.50,278.00,267.50,269.00,-,11.5,268.50,22,269.00,15,37.21,
3450,聯鈞,305463,281,21085803,70.00,70.20,68.50,68.50,-,1.1,68.50,31,68.70,2,11.98,
3454,晶睿,133436,123,12236134,92.70,92.80,91.30,91.60,-,1.1,91.60,5,91.90,2,17.22,
3481,群創,33424205,"5,004",353968098,10.75,10.75,10.50,10.60,-,0.1,10.55,"1,184",10.60,2,7.52,
3494,誠研,72056,46,522444,7.30,7.30,7.17,7.17,-,0.14,7.16,3,7.30,4,0.00,
3501,維熹,65024,46,3279542,50.60,50.60,50.30,50.50,,0.0,50.40,3,50.60,4,10.31,
3504,揚明光,6130158,"4,446",553125104,91.00,92.50,87.80,87.80,-,2.0,87.70,18,87.80,1,548.75,
3515,華擎,156001,140,8843758,57.80,57.80,56.10,56.70,-,0.3,56.60,3,56.80,5,10.62,
3518,柏騰,104114,76,2290008,22.30,22.30,21.90,21.95,,0.0,21.95,2,22.15,2,0.00,
3519,綠能,769794,323,8434999,11.05,11.10,10.80,11.00,,0.0,10.95,15,11.00,27,0.00,
3528,安馳,48050,35,1645791,34.40,34.40,34.10,34.35,,0.0,34.25,4,34.35,3,13.06,
3530,晶相光,39000,35,3660100,94.00,95.00,93.30,94.90,+,0.9,94.10,3,94.90,2,33.30,
3532,台勝科,1207368,"1,106",180864118,151.50,151.50,148.50,148.50,-,2.5,148.50,10,149.00,14,28.02,
3533,嘉澤,1785170,"1,432",349278820,195.50,199.50,193.50,195.00,-,4.5,194.50,9,195.00,4,15.53,
3535,晶彩科,43000,23,576800,13.40,13.50,13.35,13.35,-,0.05,13.30,6,13.40,1,0.00,
3536,誠創,154921,69,1488458,9.79,9.80,9.50,9.52,-,0.31,9.52,1,9.59,12,0.00,
3545,敦泰,420237,265,10484047,25.10,25.20,24.80,24.80,-,0.3,24.80,7,24.90,7,0.00,
3550,聯穎,113002,71,2024388,17.95,18.00,17.85,17.90,-,0.05,17.90,1,17.95,7,10.47,
3557,嘉威,143000,59,2507698,17.40,17.65,17.40,17.60,+,0.2,17.55,9,17.60,32,0.00,
3576,新日光,38854495,"6,632",384908339,10.00,10.05,9.66,9.72,-,0.38,9.71,98,9.72,6,0.00,
3579,尚志,116000,48,1203450,10.40,10.45,10.30,10.40,+,0.05,10.35,21,10.45,6,0.00,
3583,辛耘,139010,97,9029050,64.70,65.20,64.60,65.00,,0.0,65.00,21,65.20,6,14.98,
3588,通嘉,46011,37,1169679,25.60,25.80,25.35,25.40,-,0.05,25.40,2,25.75,1,30.60,
3591,艾笛森,133564,62,1935219,14.80,14.80,14.45,14.45,-,0.2,14.45,5,14.50,4,0.00,
3593,力銘,68043,48,422501,6.01,6.36,6.01,6.35,-,0.05,6.25,1,6.36,3,0.00,
3596,智易,1336636,"1,020",72211714,55.00,55.00,53.60,53.60,-,0.9,53.60,12,53.70,5,12.67,
3605,宏致,123001,62,2597021,21.15,21.25,21.05,21.15,+,0.05,21.10,7,21.20,12,29.79,
3607,谷崧,105000,82,2201800,21.30,21.45,20.50,21.10,-,0.25,20.80,1,21.10,4,0.00,
3617,碩天,118999,90,10173613,85.80,86.10,84.90,85.20,-,0.7,85.20,2,85.40,1,11.78,
3622,洋華,107215,62,1848467,17.20,17.30,17.15,17.30,+,0.1,17.20,10,17.30,25,35.31,
3645,達邁,736324,521,43430512,59.70,59.90,58.60,58.80,-,0.6,58.80,18,58.90,2,20.21,
3653,健策,3372775,"2,433",274241742,83.60,83.70,79.30,79.50,-,3.9,79.50,37,79.80,2,25.16,
3661,世芯-KY,750032,610,66946250,89.70,90.10,88.70,88.80,-,0.7,88.80,10,88.90,1,13.27,
3665,貿聯-KY,10925064,"7,505",1818684252,163.00,172.50,162.50,167.00,+,7.5,167.00,27,167.50,26,16.87,
3669,圓展,42000,24,802600,19.15,19.30,19.00,19.20,-,0.1,19.15,1,19.20,4,61.94,
3673,TPK-KY,10276574,"6,048",578105882,57.50,57.50,55.60,55.70,-,1.8,55.70,11,55.80,30,17.41,
3679,新至陞,12400,13,920540,74.20,74.80,73.90,74.60,-,0.3,73.70,1,74.60,1,24.87,
3682,亞太電,2203012,824,15185654,6.94,6.97,6.86,6.86,-,0.08,6.86,135,6.88,10,0.00,
3686,達能,322072,90,1286264,4.01,4.06,3.98,3.98,-,0.02,3.98,22,3.99,2,0.00,
3694,海華,901005,484,21356618,23.95,24.15,23.40,23.45,-,0.55,23.45,9,23.50,2,0.00,
3698,隆達,1297000,589,25995850,20.45,20.45,19.85,19.90,-,0.2,19.90,32,19.95,96,110.56,
3701,大眾控,34437,18,237411,6.61,6.92,6.61,6.92,+,0.11,6.81,7,6.91,1,26.62,
3702,大聯大,6461868,"3,542",259133199,41.10,41.15,39.70,39.75,-,1.2,39.75,112,39.80,17,9.35,
3703,欣陸,980179,261,13920139,14.30,14.30,14.10,14.15,-,0.05,14.15,2,14.20,18,13.22,
3704,合勤控,237225,114,2680112,11.30,11.40,11.25,11.25,,0.0,11.25,17,11.30,5,0.00,
3705,永信,246205,137,10038691,40.65,41.00,40.65,40.70,+,0.05,40.65,6,40.70,1,19.38,
3706,神達,2150236,"1,307",60014725,28.30,28.30,27.75,27.75,-,0.5,27.75,20,27.80,27,6.85,
3708,上緯投控,6493590,"4,623",535014134,83.70,84.30,81.00,83.40,-,0.5,83.30,9,83.40,7,65.16,
3711,日月光投控,6999654,"3,910",521275775,75.30,75.60,73.80,74.90,,0.0,74.80,1,74.90,83,0.00,
3712,永崴投控,736897,710,23548857,33.05,33.20,30.70,31.00,-,2.0,30.95,5,31.00,36,0.00,
4104,佳醫,91201,76,4350547,48.10,48.10,47.50,47.50,-,0.3,47.50,3,47.65,1,15.13,
4106,雃博,615254,437,17415988,28.25,29.00,28.05,28.20,-,0.35,28.20,13,28.30,4,26.11,
4108,懷特,959152,572,22109940,23.00,23.30,22.85,23.10,+,0.5,23.05,8,23.10,17,0.00,
4119,旭富,6101484,"4,547",530584281,87.50,90.30,82.20,82.20,-,3.6,82.20,53,82.50,1,21.08,
4133,亞諾法,31655,31,1077997,34.30,34.35,33.90,34.20,-,0.1,34.00,3,34.25,1,40.24,
4137,麗豐-KY,400495,377,93673976,235.50,236.50,231.50,232.50,-,3.0,232.00,9,232.50,2,20.03,
4141,龍燈-KY,49250,34,1105950,22.70,22.70,22.30,22.30,-,0.2,22.30,2,22.50,2,34.31,
4142,國光生,15281374,"6,163",358067421,22.95,24.95,22.30,24.50,+,1.55,24.45,6,24.50,49,0.00,
4144,康聯-KY,640600,400,19962719,31.20,31.40,30.95,31.05,+,0.15,31.05,6,31.20,1,10.49,
4148,全宇生技-KY,118050,105,10047815,86.20,86.20,84.50,84.50,-,1.7,84.50,3,85.00,1,15.82,
4155,訊映,56600,45,1470469,25.75,26.20,25.70,25.85,+,0.1,25.85,1,26.05,2,13.68,
4164,承業醫,154494,124,5638228,36.20,36.85,36.15,36.80,+,0.3,36.75,15,36.80,17,0.00,
4190,佐登-KY,1819873,"1,578",194194101,103.50,109.50,102.00,106.50,+,4.5,106.00,13,106.50,9,18.52,
4306,炎洲,2923580,978,46118545,15.70,15.90,15.60,15.80,+,0.15,15.75,42,15.80,53,8.88,
4414,如興,2687129,663,33960206,12.60,12.85,12.40,12.85,+,0.3,12.80,17,12.85,80,0.00,
4426,利勤,2957335,"2,101",138174493,48.00,48.40,45.50,46.00,-,2.45,46.00,25,46.10,3,23.83,
4438,廣越,52033,45,7116620,138.00,138.00,136.00,137.00,-,1.0,136.00,2,137.00,17,20.57,
4526,東台,106563,71,2131353,20.15,20.15,19.90,20.00,,0.0,19.95,8,20.05,15,45.45,
4532,瑞智,1269850,699,32945370,26.40,26.40,25.70,25.95,-,0.3,25.95,1,26.00,14,11.74,
4536,拓凱,112000,91,10491600,93.50,94.10,92.60,93.80,+,0.8,93.60,1,93.90,1,13.69,
4540,全球傳動,207000,179,18823499,91.50,91.70,90.20,90.90,+,0.1,90.90,1,91.00,12,14.27,
4545,銘鈺,79500,63,2554700,32.15,32.45,31.85,32.10,+,0.4,32.10,1,32.25,1,80.25,
4551,智伸科,230000,201,19667800,86.70,86.70,84.40,84.80,+,0.4,84.60,3,84.90,2,12.20,
4552,力達-KY,500700,395,32223890,63.80,65.20,63.50,64.10,+,0.3,64.00,14,64.20,2,7.19,
4555,氣立,2000,2,129400,64.00,65.40,64.00,65.40,+,0.7,64.80,1,65.80,1,20.70,
4557,永新-KY,21001,20,1390166,66.50,66.50,66.00,66.20,+,0.5,66.10,5,66.20,1,17.47,
4560,強信-KY,120000,64,6273800,51.70,53.00,51.70,52.40,+,0.5,52.20,1,52.40,2,12.97,
4562,穎漢,23000,17,864550,37.70,37.70,37.45,37.60,,0.0,37.40,3,37.60,5,16.28,
4566,時碩工業,13000,13,631400,49.10,49.10,48.20,48.60,-,0.5,48.60,1,48.80,2,14.55,
4720,德淵,30000,14,400550,13.35,13.40,13.30,13.40,,0.0,13.35,2,13.40,9,46.21,
4722,國精化,151150,72,4513965,29.95,29.95,29.80,29.90,-,0.3,29.90,3,29.95,6,9.58,
4725,信昌化,7588420,"3,275",260344342,34.05,34.95,33.60,34.95,+,0.7,34.85,1,34.95,364,64.72,
4737,華廣,18000,13,933700,51.90,52.00,51.70,52.00,+,0.1,51.70,4,52.00,1,22.13,
4739,康普,2280408,"1,709",208970616,92.50,93.10,90.10,90.20,+,0.7,90.10,18,90.20,4,15.31,
4746,台耀,129337,113,6308642,49.30,49.30,48.50,48.55,-,0.45,48.55,4,48.85,1,16.98,
4755,三福化,36000,32,1675450,46.75,46.75,46.35,46.50,-,0.15,46.40,1,46.65,1,10.22,
4763,材料-KY,21000,17,2638500,126.50,126.50,124.50,126.00,-,0.5,124.50,3,126.50,7,31.66,
4764,雙鍵,4984628,"3,866",459583920,92.80,95.50,86.90,88.60,-,3.2,88.60,5,88.70,1,13.47,
4807,日成-KY,75021,54,4417530,59.20,59.40,58.50,58.90,-,0.7,58.60,10,59.00,2,13.45,
4904,遠傳,3529505,"1,896",256925258,73.00,73.20,72.30,73.20,,0.0,73.10,4,73.20,457,23.31,
4906,正文,1516583,877,34352416,23.00,23.00,22.50,22.50,-,0.4,22.50,86,22.60,17,562.50,
4912,聯德控股-KY,410120,331,75311260,187.50,189.50,181.00,183.00,-,2.5,182.50,11,183.50,1,27.56,
4915,致伸,2938071,"2,030",151136592,51.10,52.00,50.40,51.40,+,1.0,51.40,15,51.50,4,12.30,
4916,事欣科,104200,67,3448169,33.10,33.20,33.00,33.00,-,0.2,33.00,25,33.10,2,17.28,
4919,新唐,400220,277,17953966,44.95,45.15,44.60,44.60,-,0.25,44.60,44,44.70,2,13.04,
4927,泰鼎-KY,3124098,"1,685",97361704,31.05,31.45,30.70,31.20,+,0.25,31.20,25,31.30,5,17.73,
4930,燦星網,15400,9,184840,12.00,12.00,12.00,12.00,,0.0,12.00,9,12.15,1,0.00,
4934,太極,930242,418,6488556,7.08,7.10,6.92,6.95,-,0.11,6.94,16,6.96,20,0.00,
4935,茂林-KY,51071,42,1958358,38.20,38.50,38.20,38.30,-,0.1,38.30,9,38.45,1,42.56,
4938,和碩,6383005,"3,273",390305301,61.80,62.00,60.70,61.00,-,0.7,61.00,270,61.10,2,12.87,
4942,嘉彰,629064,467,20031585,31.80,32.30,31.45,32.00,+,0.5,31.95,1,32.00,19,12.80,
4943,康控-KY,862217,742,204576212,238.50,241.00,235.00,236.00,-,3.0,235.50,5,236.00,1,20.26,
4952,凌通,80000,57,2732350,34.45,34.45,34.05,34.05,-,0.4,34.05,2,34.10,18,11.35,
4956,光鋐,190003,114,3568507,18.90,18.90,18.70,18.75,-,0.05,18.70,67,18.75,5,35.38,
4958,臻鼎-KY,4154540,"2,596",284493236,68.80,69.60,68.00,68.00,-,0.5,68.00,103,68.10,6,9.51,
4960,誠美材,951768,263,9409211,9.96,9.96,9.85,9.86,-,0.06,9.86,18,9.87,4,0.00,
4968,立積,321042,266,14681153,46.10,46.35,45.00,45.20,-,0.8,45.20,2,45.35,1,12.35,
4976,佳凌,1642500,"1,167",64523000,39.30,39.75,38.85,38.90,+,0.05,38.90,24,38.95,1,108.06,
4977,眾達-KY,148568,122,9349284,63.90,63.90,62.10,62.60,-,1.3,62.60,1,62.70,21,14.52,
4989,榮科,376000,233,8735850,23.35,23.60,23.00,23.00,-,0.2,22.95,1,23.00,9,9.24,
4994,傳奇,22000,13,1121700,51.40,51.40,50.60,50.70,-,0.3,50.70,2,51.00,2,0.00,
4999,鑫禾,39281,32,1938442,49.30,49.40,49.30,49.30,+,0.15,49.30,2,49.35,3,7.63,
5007,三星,59482,54,3167740,53.30,53.50,53.10,53.20,,0.0,53.20,1,53.50,2,13.37,
5203,訊連,36688,39,2603372,71.70,71.70,70.80,71.00,-,0.7,70.80,4,71.00,5,18.98,
5215,科嘉-KY,23150,13,613544,26.45,26.55,26.40,26.50,-,0.25,26.50,1,26.60,1,11.13,
5225,東科-KY,36000,16,850800,23.60,24.10,23.55,24.05,+,0.1,23.60,2,24.05,1,20.21,
5234,達興材料,40000,29,3182800,80.10,80.10,79.30,79.30,-,0.2,79.20,1,79.50,6,12.87,
5243,乙盛-KY,1380312,829,42657539,31.65,31.65,30.65,30.70,-,0.6,30.70,13,30.75,5,14.41,
5258,虹堡,36000,17,691500,19.50,19.50,19.10,19.35,,0.0,19.10,6,19.35,1,17.12,
5259,清惠,49464,26,406489,8.20,8.80,8.00,8.80,,0.0,8.00,2,8.80,2,0.00,
5264,鎧勝-KY,684687,527,36888353,55.10,55.10,53.40,53.60,-,1.4,53.60,2,53.70,3,0.00,
5269,祥碩,808540,793,407195200,500.00,512.00,491.00,506.00,+,8.5,506.00,9,507.00,4,43.77,
5284,jpp-KY,22000,13,1184700,54.40,54.40,53.50,54.00,,0.0,53.60,1,54.20,5,11.69,
5285,界霖,200094,146,15120381,77.00,77.00,74.20,75.60,-,1.9,75.00,2,75.60,6,14.37,
5288,豐祥-KY,63000,28,5748700,91.50,91.50,91.00,91.20,-,0.2,91.20,10,91.50,1,12.29,
5305,敦南,412861,284,12431769,30.30,30.30,29.90,30.05,+,0.05,30.05,8,30.10,1,15.73,
5388,中磊,888991,576,44582144,50.50,50.50,50.00,50.10,-,0.2,50.10,2,50.20,1,11.31,
5434,崇越,371287,256,26548444,71.50,72.00,71.20,71.50,+,0.4,71.40,25,71.50,1,11.61,
5469,瀚宇博,2080772,"1,015",54507148,26.25,26.45,25.90,25.90,-,0.2,25.90,54,25.95,7,10.79,
5471,松翰,49200,44,1482179,30.00,30.40,30.00,30.20,+,0.2,30.20,1,30.25,3,19.36,
5484,慧友,26200,10,151503,5.80,5.82,5.72,5.82,-,0.01,5.75,4,5.82,3,0.00,
5515,建國,408877,120,4822708,11.80,11.85,11.75,11.80,,0.0,11.80,21,11.85,142,15.53,
5519,隆大,98558,47,1119576,11.35,11.40,11.25,11.25,-,0.05,11.25,218,11.30,5,12.10,
5521,工信,701350,187,6217585,8.88,8.88,8.85,8.88,,0.0,8.88,70,8.89,3,0.00,
5522,遠雄,7210590,"2,960",255697040,34.00,36.20,34.00,36.05,+,2.05,36.00,532,36.05,4,12.92,
5525,順天,161896,114,3670209,22.75,22.80,22.60,22.60,-,0.1,22.55,21,22.60,12,8.31,
5531,鄉林,277578,102,3323486,11.95,12.05,11.85,12.05,+,0.1,12.00,4,12.05,19,12.96,
5533,皇鼎,8000,5,128500,16.05,16.10,16.05,16.10,-,0.25,16.10,3,16.20,1,10.52,
5534,長虹,269191,228,20922098,77.80,78.00,77.40,77.70,+,0.1,77.70,5,77.80,2,4.71,
5538,東明-KY,3000,3,124300,41.30,41.50,41.30,41.50,-,0.05,41.25,1,41.45,1,9.22,
5607,遠雄港,516000,206,9288900,18.10,18.20,17.80,18.00,-,0.1,18.00,26,18.05,2,10.65,
5608,四維航,150421,58,1200814,8.01,8.03,7.91,7.99,-,0.02,7.95,4,7.99,12,0.00,
5706,鳳凰,48564,23,1651652,34.10,34.10,34.00,34.05,-,0.05,34.05,3,34.15,3,13.62,
5871,中租-KY,1641672,"1,191",175458404,107.00,107.50,106.50,106.50,-,0.5,106.50,120,107.00,29,11.27,
5880,合庫金,8947719,"3,978",165473499,18.65,18.65,18.45,18.45,-,0.2,18.45,"1,059",18.50,182,15.00,
5906,台南-KY,0,0,0,--,--,--,--,,0.0,13.50,2,13.90,1,15.05,
5907,大洋-KY,2067550,"1,084",74469494,36.20,36.45,35.70,35.80,-,0.3,35.80,29,35.90,1,11.59,
6005,群益證,2827605,463,29081902,10.35,10.35,10.25,10.25,-,0.1,10.25,506,10.30,830,6.93,
6024,群益期,180473,171,9163810,51.30,51.30,50.60,50.90,-,0.5,50.70,3,50.90,2,8.05,
6108,競國,304200,189,8435258,27.60,27.80,27.60,27.60,+,0.05,27.60,42,27.80,19,14.53,
6112,聚碩,113619,79,3505990,30.85,31.00,30.85,30.85,,0.0,30.85,4,30.90,4,9.92,
6115,鎰勝,7093,7,301699,42.50,42.60,42.50,42.50,,0.0,42.50,3,42.60,3,15.68,
6116,彩晶,16019910,"4,498",117536570,7.46,7.46,7.30,7.31,-,0.14,7.31,167,7.32,21,4.27,
6117,迎廣,4000,2,52000,12.95,13.05,12.95,13.05,+,0.05,12.95,1,13.25,4,3.44,
6120,達運,10891129,"4,624",229586529,21.85,22.05,20.30,20.35,-,1.2,20.35,143,20.40,6,35.09,
6128,上福,39100,38,1217120,31.10,31.35,31.00,31.20,+,0.1,31.25,1,31.45,1,13.74,
6133,金橋,10000,8,89090,8.85,8.96,8.85,8.96,+,0.07,8.86,6,8.96,3,38.96,
6136,富爾特,168287,107,3114231,18.35,18.75,18.25,18.65,+,0.3,18.65,2,18.70,3,16.80,
6139,亞翔,133000,101,4119400,31.20,31.20,30.90,30.90,-,0.3,30.90,11,31.05,1,13.55,
6141,柏承,1184000,546,20010500,16.45,17.20,16.45,16.90,+,0.45,16.90,10,16.95,4,17.79,
6142,友勁,457072,188,4000105,8.79,8.79,8.69,8.74,-,0.03,8.74,12,8.77,4,0.00,
6152,百一,96522,52,569402,5.91,5.91,5.88,5.88,-,0.03,5.88,22,5.92,1,0.00,
6153,嘉聯益,12960101,"6,042",531416569,41.60,41.65,40.60,40.60,-,0.95,40.60,47,40.65,4,63.44,
6155,鈞寶,626165,528,18881824,30.25,30.80,29.55,29.55,-,0.35,29.55,7,29.60,4,20.38,
6164,華興,272204,111,2483656,9.24,9.24,9.10,9.10,-,0.07,9.10,5,9.13,15,227.50,
6165,捷泰,479022,237,4972032,10.15,10.60,10.15,10.40,+,0.41,10.35,4,10.40,14,40.00,
6166,凌華,37045,32,1780760,48.05,48.30,47.90,48.10,-,0.35,48.00,2,48.10,4,33.40,
6168,宏齊,222047,141,3292339,14.80,14.95,14.70,14.80,,0.0,14.75,6,14.80,1,10.50,
6172,互億,1200,3,13759,11.15,11.15,11.15,11.15,-,0.75,11.75,1,--,0,74.33,
6176,瑞儀,2264150,"1,570",152176179,68.50,68.50,66.70,66.70,-,1.7,66.70,34,66.80,2,9.81,
6177,達麗,179207,103,5135200,29.50,29.50,28.40,28.70,+,0.35,28.70,2,28.75,5,26.33,
6183,關貿,63000,15,2164350,34.30,34.50,34.30,34.35,-,0.1,34.30,2,34.35,1,19.74,
6184,大豐電,44004,39,1587344,36.10,36.30,36.00,36.00,-,0.1,35.90,8,36.10,6,13.48,
6189,豐藝,93000,62,2657000,28.65,28.65,28.55,28.55,-,0.05,28.50,35,28.60,17,10.27,
6191,精成科,799000,329,10798200,13.55,13.65,13.45,13.45,,0.0,13.40,458,13.45,2,12.01,
6192,巨路,83797,64,5905268,70.50,70.70,70.20,70.50,+,0.3,70.40,1,70.50,5,12.43,
6196,帆宣,121000,92,7054900,58.70,58.90,58.00,58.10,-,0.1,58.10,1,58.30,1,13.03,
6197,佳必琪,92050,71,2258711,24.55,24.60,24.45,24.45,-,0.05,24.45,4,24.50,11,13.15,
6201,亞弘電,32000,21,968700,30.60,30.60,30.10,30.30,+,0.2,30.30,1,30.35,2,12.42,
6202,盛群,868578,547,68837585,79.30,80.50,78.00,80.50,+,1.2,80.10,1,80.50,159,17.31,
6205,詮欣,16000,11,382050,23.90,24.00,23.80,24.00,+,0.1,23.80,2,24.00,14,13.26,
6206,飛捷,167220,137,12756885,75.40,76.70,75.40,76.20,+,0.9,76.20,1,76.30,6,12.72,
6209,今國光,635318,461,18737669,29.70,29.90,29.15,29.20,-,0.3,29.20,27,29.30,3,0.00,
6213,聯茂,881111,635,52489993,60.00,60.30,59.10,59.30,-,0.9,59.30,10,59.40,1,11.74,
6214,精誠,196834,141,12571220,64.00,64.00,63.60,63.90,-,0.1,63.90,55,64.00,14,10.79,
6215,和椿,342001,134,6054218,17.65,17.80,17.50,17.50,-,0.15,17.50,12,17.60,2,58.33,
6216,居易,142000,110,3963950,28.00,28.00,27.85,27.85,-,0.15,27.85,35,28.00,8,11.37,
6224,聚鼎,69759,56,4081177,58.70,58.90,58.30,58.60,+,0.1,58.50,8,58.60,1,12.66,
6225,天瀚,8602,6,30112,3.50,3.50,3.50,3.50,-,0.06,3.50,3,3.66,1,0.00,
6226,光鼎,444226,200,4095042,9.11,9.28,9.11,9.22,+,0.11,9.22,11,9.23,4,102.44,
6230,超眾,632241,419,65120823,103.00,103.00,103.00,103.00,+,9.1,103.00,"21,513",--,0,17.14,
6235,華孚,939590,340,17122609,18.50,18.50,18.05,18.05,-,0.25,18.05,7,18.20,10,22.85,
6239,力成,2066875,"1,527",170144798,83.00,83.10,82.00,82.00,-,1.0,82.00,209,82.10,31,10.21,
6243,迅杰,72049,43,938734,13.15,13.15,13.00,13.00,-,0.1,13.00,14,13.05,1,0.00,
6251,定穎,363588,196,3182091,8.84,8.84,8.73,8.75,+,0.02,8.75,3,8.77,5,0.00,
6257,矽格,1175400,753,40166486,34.30,34.40,34.00,34.00,-,0.1,34.00,35,34.10,1,10.76,
6269,台郡,1030401,785,90441646,88.00,88.70,87.40,87.40,-,0.5,87.40,6,87.50,1,9.46,
6271,同欣電,1413506,"1,133",137392182,97.90,98.90,96.00,97.00,+,0.1,96.90,10,97.00,2,15.37,
6277,宏正,37301,41,3097083,83.40,83.40,82.80,82.90,-,0.7,82.90,11,83.20,6,12.79,
6278,台表科,22738393,"11,854",898636121,39.40,41.35,37.75,37.75,-,1.25,37.75,36,37.90,1,17.56,
6281,全國電,8000,7,517400,64.70,64.70,64.60,64.70,,0.0,64.60,8,64.70,15,13.42,
6282,康舒,986080,453,20246751,20.75,20.75,20.40,20.45,-,0.2,20.45,72,20.55,18,9.88,
6283,淳安,297554,221,13190276,43.95,45.00,43.90,44.00,+,0.1,43.95,13,44.35,5,550.00,
6285,啟碁,808569,588,60023358,74.20,74.80,73.90,74.10,-,0.1,74.10,12,74.30,7,16.84,
6288,聯嘉,131000,69,2287000,17.60,17.90,17.30,17.45,-,0.15,17.45,1,17.50,5,19.18,
6289,華上,82000,13,120280,1.48,1.48,1.45,1.45,-,0.06,1.43,10,1.45,14,9.67,
6405,悅城,29000,18,452150,15.65,15.75,15.50,15.60,-,0.2,15.60,15,15.80,2,20.26,
6409,旭隼,309033,53,169130840,543.00,550.00,543.00,547.00,+,5.0,547.00,3,549.00,3,29.19,
6412,群電,366019,99,15374596,42.05,42.05,42.00,42.00,-,0.05,42.00,121,42.05,3,11.67,
6414,樺漢,328400,316,93636699,287.00,291.00,282.00,283.50,-,5.0,283.50,1,284.50,3,19.52,
6415,矽力-KY,40210,43,22124710,547.00,554.00,544.00,550.00,-,1.0,550.00,3,551.00,1,26.65,
6416,瑞祺電通,117010,100,11035150,93.80,95.00,93.80,94.40,+,0.4,94.40,3,94.90,1,19.07,
6431,光麗-KY,183000,105,2569300,13.80,14.20,13.80,14.20,+,0.3,14.00,26,14.20,4,0.00,
6442,光聖,4000,3,151250,38.00,38.00,37.75,37.75,-,0.25,37.75,1,37.95,2,49.03,
6443,元晶,854497,306,6658635,7.94,7.94,7.73,7.75,-,0.19,7.75,22,7.77,8,0.00,
6449,鈺邦,538312,451,20506850,37.80,38.55,37.65,37.65,+,0.05,37.65,3,37.80,3,11.62,
6451,訊芯-KY,750500,607,73602899,99.90,99.90,96.60,96.60,-,0.9,96.60,10,97.00,1,0.00,
6452,康友-KY,2210076,"1,387",1048765676,469.00,478.00,469.00,477.00,+,9.5,476.50,13,477.00,369,39.10,
6456,GIS-KY,9047198,"5,959",1227317032,137.00,139.00,132.50,134.00,-,1.5,133.50,59,134.00,2,7.52,
6464,台數科,12000,11,1393500,117.00,117.00,115.50,115.50,-,2.0,115.00,1,116.50,1,21.79,
6477,安集,291045,162,6686632,23.00,23.05,22.90,22.95,-,0.15,22.90,23,22.95,11,14.53,
6504,南六,10000,10,1568500,156.50,158.50,156.00,158.50,+,2.5,157.00,1,159.00,3,20.27,
6505,台塑化,4851241,"2,469",712006427,149.50,150.00,145.50,147.00,-,1.5,146.50,60,147.00,25,15.72,
6525,捷敏-KY,211800,176,13810840,66.10,66.10,64.70,64.80,-,0.4,64.80,4,65.00,1,9.94,
6531,愛普,299006,258,16585552,54.20,56.70,54.20,55.30,+,1.6,55.30,4,55.40,7,15.45,
6533,晶心科,133150,137,13267322,100.00,100.50,99.00,99.30,-,0.6,99.30,2,99.50,2,152.77,
6541,泰福-KY,1487332,"1,101",123660324,83.10,84.60,81.00,81.00,-,1.1,81.00,35,81.10,1,0.00,
6552,易華電,5151060,"3,854",454645960,90.40,91.30,85.20,85.50,-,4.0,85.40,19,85.50,13,115.54,
6573,虹揚-KY,299000,196,12398100,40.45,42.20,40.45,41.20,+,0.85,41.20,1,41.40,1,22.64,
6579,研揚,26000,25,2221200,85.00,85.90,85.00,85.50,+,0.1,85.30,1,85.70,5,10.61,
6581,鋼聯,27150,23,2991150,111.00,111.00,109.00,110.00,-,1.0,109.00,5,110.00,8,12.56,
6582,申豐,20000,16,1066600,52.90,53.60,52.90,53.10,+,0.2,53.10,2,53.30,2,16.34,
6591,動力-KY,61038,53,3930566,64.10,64.80,64.10,64.30,+,0.5,64.30,3,64.80,4,12.44,
6605,帝寶,83000,49,6121400,74.50,74.50,73.40,74.30,+,0.3,73.60,1,74.30,2,10.89,
6625,必應,107900,107,5932778,57.90,57.90,54.00,54.40,-,2.8,54.40,3,54.70,1,43.52,
6641,基士德-KY,129292,100,10011676,77.50,78.10,77.00,77.20,-,1.2,77.00,8,77.20,1,16.05,
8011,台通,504236,262,9251877,18.85,18.85,18.10,18.35,-,0.45,18.35,7,18.40,5,0.00,
8016,矽創,1356951,"1,029",114122497,85.60,85.60,83.20,83.20,-,2.8,83.20,4,83.40,2,11.80,
8021,尖點,465019,327,8984155,19.50,19.50,19.20,19.20,-,0.3,19.20,40,19.30,1,13.24,
8028,昇陽半導體,170000,140,5560700,32.50,33.00,32.50,32.55,+,0.05,32.55,12,32.70,1,25.63,
8033,雷虎,94268,59,1068144,11.40,11.45,11.25,11.30,,0.0,11.25,22,11.30,2,0.00,
